id_transaccion,monto_usd,hora_operacion,distancia_ubicacion_km,intentos_previos_1h,antiguedad_cliente_meses,dispositivo_nuevo,nivel_riesgo_pais,canal,reclamos_previos,target_fraude
462,160.72,16,46.4,2,42.2,0,medio,web,0,0
463,27.27,1,90.2,0,43.3,0,bajo,web,0,0
464,89.99,7,309.5,0,15.6,1,bajo,telefono,0,0
465,75.61,21,485.1,2,21.9,0,bajo,app,1,1
466,69.02,13,34.7,2,42.2,0,bajo,web,0,0
467,111.6,2,67.5,2,18.5,0,alto,web,1,1
468,34.88,17,20.7,2,26.6,0,medio,web,1,0
469,149.39,3,170.1,1,36.1,0,alto,app,1,0
470,242.16,12,144.9,1,29.8,0,bajo,app,0,0
471,32.16,14,262.3,1,35.6,1,bajo,pos,0,0
472,89.49,5,43.8,0,65.3,0,alto,app,0,0
473,9.65,11,223.9,2,37.2,1,bajo,app,0,0
474,19.24,15,70.6,0,20.3,1,bajo,app,1,0
475,,11,0.7,1,27.8,0,bajo,app,1,0
476,87.32,11,26.9,1,26.2,0,bajo,pos,0,0
477,283.13,12,101.6,0,67.0,0,bajo,app,0,0
478,78.04,8,138.7,0,53.4,0,alto,web,1,0
479,115.71,3,8.1,2,13.0,0,bajo,web,0,0
480,26.14,6,11.1,0,52.5,0,bajo,app,0,0
481,29.61,19,77.6,0,14.4,1,bajo,web,1,0
482,72.21,11,45.0,1,74.0,0,alto,app,0,0
483,28.5,4,12.0,0,5.4,1,bajo,pos,0,0
484,131.86,20,97.5,1,17.8,1,bajo,app,0,0
485,56.51,13,28.4,0,23.6,1,medio,app,1,0
486,38.86,17,46.0,1,50.9,0,medio,app,0,0
487,81.05,9,191.3,1,31.2,0,bajo,pos,0,0
488,33.58,6,110.3,0,44.5,0,bajo,web,1,0
489,84.4,14,30.4,2,72.7,0,bajo,pos,2,0
490,47.08,7,60.7,1,19.0,0,alto,web,0,1
491,13.47,13,191.3,3,22.7,1,bajo,web,0,0
492,23.19,16,21.0,2,21.6,1,bajo,web,0,0
493,34.23,8,129.0,1,53.5,1,medio,app,0,0
494,82.55,14,165.7,1,26.5,0,bajo,web,1,0
495,279.66,14,115.0,1,32.1,0,medio,app,0,0
496,139.91,0,50.5,1,57.8,0,bajo,app,0,0
497,14.3,9,94.5,0,46.5,0,bajo,app,1,0
498,25.18,6,179.0,0,24.3,1,bajo,app,0,1
499,45.01,1,18.9,2,25.8,0,bajo,app,0,0
500,119.68,13,31.2,1,35.0,0,bajo,web,0,0
501,108.06,7,237.1,1,1.0,0,bajo,web,0,0
502,10.35,20,13.1,2,33.5,0,alto,telefono,0,0
503,97.17,22,20.7,1,2.3,1,bajo,web,0,0
504,56.59,14,81.6,2,56.3,0,bajo,app,0,0
505,42.16,4,87.7,1,23.2,0,bajo,app,1,0
506,99.92,22,80.4,1,1.0,1,bajo,web,0,0
507,359.0,20,43.0,2,1.0,0,medio,app,0,1
508,35.38,18,84.3,1,57.8,0,alto,web,0,0
509,64.95,18,41.5,3,55.5,0,bajo,app,0,0
510,57.96,13,105.3,1,59.9,0,bajo,web,1,0
511,47.63,15,61.0,0,50.5,0,bajo,web,0,0
512,49.63,19,341.0,3,44.9,0,bajo,app,1,0
513,46.03,3,11.0,1,63.0,0,bajo,app,0,0
514,38.91,1,220.6,2,37.0,1,medio,app,0,0
515,52.16,14,119.4,2,29.7,0,medio,web,1,1
516,,11,59.2,1,53.0,0,bajo,app,0,0
517,20.08,2,360.4,1,45.2,0,bajo,web,1,0
518,54.37,15,114.3,1,67.4,0,bajo,pos,0,0
519,67.7,7,54.8,0,31.1,0,bajo,app,0,0
520,180.0,15,11.0,2,65.0,1,bajo,web,1,0
521,64.28,7,82.6,1,1.0,0,bajo,telefono,1,0
522,55.46,8,249.6,1,13.9,0,bajo,app,0,0
523,119.48,18,115.0,2,22.0,0,bajo,pos,0,0
524,151.43,10,245.3,0,30.3,0,medio,app,0,0
525,32.78,6,122.8,2,55.0,0,medio,web,0,0
526,13.56,10,89.5,1,34.4,0,medio,web,0,0
527,121.18,0,20.6,0,18.8,1,bajo,app,0,0
528,150.01,5,99.8,4,21.8,1,bajo,app,0,0
529,127.14,5,88.1,1,42.9,0,bajo,web,0,0
530,153.98,6,381.9,1,56.1,0,medio,app,0,0
531,43.97,11,11.2,1,68.4,1,bajo,pos,0,0
532,53.41,0,301.1,0,1.0,0,bajo,web,0,0
533,74.57,18,388.9,1,40.9,0,bajo,app,0,0
534,92.47,23,104.2,1,54.2,0,bajo,app,0,0
535,36.72,15,272.8,2,42.2,0,bajo,web,0,0
536,39.01,4,42.1,1,45.8,0,bajo,app,0,0
537,245.97,3,171.8,2,11.6,0,medio,app,0,0
538,113.1,9,66.3,1,14.5,1,medio,web,0,0
539,223.22,4,345.2,1,59.6,0,bajo,web,0,0
540,114.67,20,32.0,3,32.7,0,medio,pos,0,0
541,24.88,1,110.3,1,19.6,0,bajo,app,0,0
542,25.67,3,21.0,0,27.8,0,alto,web,1,0
543,122.6,21,48.8,0,32.5,0,bajo,app,0,0
544,305.5,12,119.1,0,73.9,0,alto,app,0,0
545,145.56,17,55.2,1,45.1,0,bajo,pos,1,0
546,17.96,20,71.4,0,53.7,0,bajo,web,0,0
547,27.61,1,48.1,1,35.9,0,bajo,app,0,0
548,96.55,8,108.2,4,8.4,0,bajo,app,0,0
549,431.57,11,28.4,1,73.5,0,bajo,web,0,0
550,10.77,2,51.5,2,46.1,0,medio,web,0,0
551,71.35,22,131.3,2,70.1,1,bajo,app,0,0
552,165.94,10,5.3,3,32.4,1,bajo,web,0,0
553,113.66,15,15.7,0,12.7,0,bajo,web,1,0
554,34.42,4,74.2,2,5.3,1,bajo,app,0,1
555,14.74,7,17.5,1,45.2,1,medio,app,0,1
556,30.43,4,5.3,0,43.4,0,bajo,web,0,0
557,59.92,1,195.6,2,1.0,0,bajo,app,1,0
558,75.79,4,59.0,0,7.3,0,bajo,app,1,0
559,31.89,9,38.0,1,19.7,0,medio,pos,0,0
560,96.39,6,167.9,1,36.5,0,alto,web,2,1
561,93.49,13,29.4,1,28.7,0,bajo,web,0,0
562,266.51,12,80.4,2,77.3,0,bajo,app,1,0
563,35.84,2,183.9,2,12.9,1,bajo,app,0,0
564,27.83,4,66.2,0,19.8,0,bajo,web,0,0
565,94.71,5,65.3,1,45.4,0,bajo,telefono,2,0
566,110.1,21,26.5,0,85.2,0,bajo,web,0,0
567,155.99,11,22.9,1,40.5,1,bajo,app,1,0
568,75.27,5,37.8,1,29.7,1,medio,app,0,0
569,125.32,20,24.3,2,4.6,0,alto,web,0,0
570,240.83,6,9.8,1,55.0,0,bajo,web,0,0
571,57.66,9,18.2,4,44.2,0,bajo,app,0,0
572,204.57,14,23.9,2,8.2,0,bajo,app,2,0
573,20.4,11,126.8,1,23.2,1,bajo,app,0,0
574,14.95,18,17.8,1,30.0,0,bajo,web,0,0
575,384.72,20,202.0,1,65.8,0,bajo,app,1,0
576,8.6,17,0.4,1,35.0,0,bajo,web,1,0
577,26.98,18,172.0,1,40.4,1,bajo,web,1,0
578,10.78,15,114.5,3,31.0,1,bajo,app,0,0
579,12.01,14,9.9,0,29.0,0,bajo,app,0,0
580,27.26,13,209.5,4,49.7,0,bajo,web,0,0
581,148.08,5,147.7,1,68.7,1,alto,web,1,1
582,10.81,6,157.1,1,11.7,0,bajo,app,0,0
583,108.49,16,36.6,3,42.1,1,alto,web,1,1
584,,11,5.0,1,25.8,0,medio,app,0,0
585,38.9,2,101.6,1,27.7,0,medio,pos,0,0
586,24.44,14,186.7,2,14.4,0,bajo,app,0,0
587,55.43,15,91.5,2,41.4,0,bajo,web,0,0
588,119.86,6,192.2,3,57.3,1,medio,app,0,1
589,38.01,16,83.8,0,22.5,0,alto,web,0,0
590,22.58,11,19.9,2,12.5,0,bajo,web,1,0
591,6.73,21,61.8,0,40.5,1,bajo,web,0,0
592,68.32,23,126.7,1,32.2,1,bajo,app,0,0
593,29.57,1,78.1,2,28.4,0,alto,app,2,1
594,24.79,13,9.7,1,74.9,0,bajo,app,0,0
595,63.04,9,31.1,0,51.5,0,bajo,app,0,0
596,,17,11.9,1,49.9,1,alto,web,0,0
597,36.0,10,81.7,1,22.1,0,bajo,web,1,0
598,23.11,2,240.5,1,17.5,0,alto,app,1,0
599,29.21,13,10.9,3,36.2,0,bajo,web,0,0
600,99.89,8,89.3,0,15.7,0,bajo,telefono,0,0
601,440.0,5,70.2,0,40.7,0,medio,web,0,0
602,86.4,3,44.1,1,20.4,0,bajo,web,0,0
603,17.64,9,20.7,1,31.2,1,alto,app,0,0
604,78.8,13,73.5,2,40.3,0,alto,web,1,1
605,76.33,7,172.4,1,52.2,1,bajo,app,1,0
606,90.04,8,70.4,0,40.8,0,bajo,web,0,0
607,99.79,20,5.5,2,53.1,1,bajo,web,0,0
608,136.08,12,32.2,0,13.5,0,bajo,web,0,0
609,130.16,12,125.1,0,26.6,0,bajo,web,0,0
610,66.5,22,40.8,1,42.0,0,medio,web,1,0
611,30.06,0,162.3,1,30.4,0,medio,app,0,0
612,,15,69.7,3,69.1,0,medio,web,1,0
613,127.62,17,26.5,1,36.3,0,bajo,pos,0,0
614,34.82,22,113.2,3,29.0,0,bajo,app,0,0
615,119.29,6,12.6,2,25.2,1,bajo,app,0,0
616,48.23,7,360.2,0,20.6,0,bajo,app,0,0
617,21.29,6,60.3,0,8.3,0,bajo,web,0,0
618,53.7,18,106.9,1,26.5,0,bajo,app,0,0
619,67.65,7,264.0,1,49.5,0,bajo,web,0,0
620,45.08,18,168.3,0,31.6,0,bajo,pos,0,0
621,62.49,8,325.4,2,33.5,0,alto,pos,0,1
622,89.18,22,108.1,1,12.9,0,medio,app,1,0
623,309.39,5,27.2,0,55.6,0,bajo,web,1,0
624,60.12,22,416.0,1,61.2,0,bajo,app,1,1
625,16.25,13,35.2,0,33.0,0,medio,web,0,0
626,307.3,1,129.1,0,28.1,0,bajo,web,1,0
627,368.3,5,253.6,0,22.7,1,bajo,app,2,0
628,18.74,2,33.5,2,44.3,0,bajo,web,0,0
629,73.41,14,29.2,1,90.0,1,bajo,web,1,0
630,60.99,23,68.8,0,55.9,0,medio,app,1,0
631,41.11,14,170.7,2,14.1,0,bajo,web,0,0
632,85.33,3,342.5,3,63.9,0,bajo,app,0,0
633,43.77,5,26.5,2,13.7,1,medio,pos,0,0
634,29.58,7,87.2,0,42.5,0,bajo,web,1,0
635,169.31,17,111.2,3,26.9,0,medio,pos,1,1
636,19.41,14,310.8,1,1.0,1,medio,web,0,1
637,78.18,17,10.6,0,30.6,1,bajo,telefono,0,0
638,24.32,14,390.4,2,51.1,0,bajo,pos,1,0
639,917.84,14,37.1,0,1.0,1,bajo,app,0,0
640,30.17,15,200.3,0,1.7,0,bajo,web,0,0
641,88.08,5,220.7,1,6.3,0,bajo,app,0,0
642,38.14,6,128.8,2,2.9,0,medio,app,0,0
643,18.06,18,547.2,2,80.6,0,medio,web,0,0
644,30.44,19,87.5,0,12.1,0,bajo,web,0,0
645,104.15,14,41.8,2,1.0,0,bajo,app,0,0
646,15.58,1,74.5,1,26.3,0,medio,app,1,0
647,34.22,13,225.4,2,93.4,0,bajo,app,0,0
648,13.62,18,105.4,2,50.0,1,bajo,app,1,0
649,100.64,13,81.8,1,15.4,0,medio,pos,1,0
650,300.12,5,8.4,0,30.5,1,bajo,app,0,0
651,32.68,6,52.1,1,17.3,0,bajo,app,0,0
652,82.2,11,124.7,1,29.8,0,medio,web,0,0
653,19.67,2,25.0,2,72.6,0,bajo,web,3,0
654,117.17,4,89.2,0,23.3,0,bajo,app,0,0
655,77.51,8,13.2,1,23.3,0,bajo,pos,1,0
656,198.0,11,47.2,0,58.0,0,bajo,web,0,0
657,161.25,4,2.5,0,26.9,1,alto,app,0,0
658,421.13,1,200.8,2,8.3,0,bajo,web,0,0
659,11.15,11,452.8,0,49.7,0,medio,app,0,0
660,261.97,18,54.1,2,18.4,0,bajo,app,0,0
661,95.68,16,117.5,2,64.8,0,bajo,web,0,0
662,113.35,7,20.9,0,16.6,0,bajo,pos,0,0
663,21.9,1,639.9,0,56.8,0,medio,pos,0,0
664,41.49,21,435.1,4,9.0,0,bajo,web,0,1
665,81.95,19,45.0,1,28.3,0,medio,web,1,1
666,49.37,13,29.3,0,33.7,0,medio,pos,0,0
667,259.8,17,64.6,1,40.2,0,bajo,app,0,0
668,70.01,21,44.5,1,52.4,0,medio,app,0,0
669,263.41,1,115.9,2,35.8,0,bajo,pos,2,0
670,45.64,23,75.6,1,47.0,0,bajo,web,1,0
671,33.07,8,50.3,3,48.4,0,bajo,app,1,0
672,33.56,4,139.9,3,69.0,0,bajo,web,0,0
673,58.38,18,10.0,0,18.6,0,bajo,app,1,0
674,,17,157.9,0,59.0,0,alto,app,0,0
675,54.02,1,161.0,1,21.3,0,alto,app,0,1
676,101.67,1,93.8,1,32.4,0,bajo,app,0,0
677,45.88,14,15.2,2,64.7,0,bajo,app,1,0
678,29.92,13,60.7,2,53.7,1,bajo,app,0,0
679,8.45,2,1.5,2,41.7,0,bajo,pos,0,0
680,368.3,21,36.9,2,30.7,0,bajo,web,1,0
681,94.23,21,101.2,1,52.3,0,bajo,web,0,0
682,259.18,12,214.0,0,58.3,0,bajo,app,0,0
683,97.93,4,87.7,0,48.3,0,bajo,app,1,0
684,131.28,18,150.6,2,10.9,0,medio,web,0,0
685,54.59,0,101.1,0,31.4,0,bajo,app,2,0
686,110.08,5,43.9,2,1.0,0,bajo,pos,0,0
687,14.37,5,2.6,1,34.4,0,bajo,app,1,0
688,60.21,3,70.9,1,12.5,0,bajo,web,0,0
689,104.13,4,8.3,3,41.9,0,bajo,app,2,1
690,445.11,3,35.1,0,13.1,0,bajo,web,1,0
691,121.34,16,38.8,0,11.0,0,bajo,web,0,0
692,45.25,15,48.3,2,47.2,0,bajo,app,1,0
693,31.08,8,124.0,1,5.7,0,medio,pos,1,0
694,340.0,4,0.4,1,48.9,0,bajo,web,0,0
695,12.02,15,98.1,0,41.1,0,bajo,app,0,0
696,161.56,12,15.0,2,26.5,0,bajo,app,0,0
697,46.7,1,87.0,1,36.0,0,alto,app,1,0
698,54.63,20,156.0,1,21.4,0,bajo,web,0,0
699,18.74,11,89.7,2,14.1,0,bajo,pos,0,0
700,77.91,19,10.6,3,25.3,0,alto,app,0,0
701,185.61,6,179.4,2,33.5,1,bajo,app,0,0
702,167.4,23,138.9,0,54.7,0,bajo,web,1,0
703,10.57,0,154.6,0,64.1,0,alto,web,1,0
704,74.53,17,80.4,0,21.7,1,bajo,telefono,0,0
705,35.13,12,129.6,0,51.9,1,bajo,pos,2,0
706,32.1,16,207.7,1,19.2,0,bajo,app,1,0
707,17.76,10,39.1,0,36.2,0,bajo,app,1,0
708,129.25,19,14.8,0,54.7,0,bajo,app,0,0
709,108.85,21,181.4,0,66.1,0,bajo,pos,0,0
710,7.1,10,183.7,1,51.9,0,medio,web,0,0
711,61.9,3,68.4,1,38.8,0,bajo,pos,0,0
712,344.08,7,355.9,0,34.8,0,medio,telefono,0,0
713,127.67,11,110.3,1,59.7,0,medio,app,2,0
714,168.0,12,60.4,3,25.6,0,bajo,app,1,0
715,161.3,16,38.2,0,28.2,0,medio,app,0,0
716,16.11,22,105.1,0,38.0,1,bajo,web,0,0
717,145.0,8,128.7,0,1.0,0,alto,web,0,1
718,76.49,15,26.3,1,49.3,0,bajo,app,1,0
719,72.73,14,,2,40.5,0,bajo,web,0,0
720,68.37,2,66.9,1,53.9,0,bajo,web,2,0
721,33.06,20,38.3,0,21.3,0,bajo,app,0,0
722,23.84,17,179.1,0,18.1,1,bajo,app,0,0
723,472.84,0,23.1,1,18.3,0,bajo,web,1,0
724,68.6,7,116.5,2,53.3,1,bajo,web,0,0
725,162.09,2,50.2,0,40.4,0,bajo,app,0,0
726,58.35,4,75.5,0,14.3,1,bajo,pos,1,0
727,70.99,3,103.9,3,54.3,0,bajo,app,0,0
728,41.15,19,226.0,0,1.0,0,bajo,web,0,0
729,587.89,2,92.5,0,43.7,0,medio,web,1,0
730,95.85,16,3.9,1,34.2,0,bajo,app,1,0
731,41.08,0,114.6,2,17.6,0,bajo,pos,0,0
732,52.2,21,109.1,1,1.0,1,medio,web,1,0
733,419.78,10,147.9,2,24.6,0,bajo,app,0,0
734,73.77,13,11.5,4,18.6,0,bajo,app,1,0
735,135.07,1,84.6,0,54.1,0,bajo,app,0,0
736,66.69,0,7.4,1,1.0,1,bajo,app,1,0
737,387.56,22,111.2,1,43.0,0,bajo,telefono,0,0
738,191.9,4,20.2,0,1.0,0,bajo,app,2,0
739,63.62,5,207.3,1,61.6,0,bajo,telefono,0,0
740,20.68,3,283.2,0,26.6,0,bajo,telefono,0,0
741,95.42,1,450.8,0,77.8,0,bajo,app,0,0
742,47.17,21,13.3,1,28.8,1,bajo,app,0,0
743,24.48,8,59.4,5,26.7,0,medio,web,2,1
744,124.44,5,79.2,2,106.8,0,bajo,telefono,0,0
745,71.74,22,21.3,4,59.1,0,bajo,app,1,0
746,81.58,5,148.6,3,12.8,0,medio,pos,0,0
747,35.44,7,119.6,0,23.6,0,bajo,app,1,0
748,15.42,14,431.6,1,48.2,1,alto,web,1,0
749,222.44,12,164.1,2,45.4,0,bajo,web,2,0
750,571.79,12,14.9,2,1.5,0,bajo,app,0,0
751,105.18,22,135.5,1,1.0,0,bajo,web,0,0
752,30.23,16,665.9,3,42.0,1,bajo,app,2,1
753,29.04,17,104.4,2,1.0,0,bajo,web,0,0
754,20.73,23,73.5,0,30.7,0,bajo,app,0,0
755,8.28,2,164.2,1,15.5,0,bajo,pos,0,0
756,99.73,21,85.4,0,40.0,1,bajo,web,1,0
757,151.07,20,96.6,1,21.4,1,bajo,app,0,0
758,34.31,11,68.4,0,39.0,0,alto,app,0,0
759,24.43,17,21.9,0,55.0,0,medio,app,1,0
760,234.17,5,143.9,0,32.5,0,bajo,web,0,0
761,163.13,23,0.2,1,61.1,0,alto,web,0,0
762,154.84,0,129.1,0,50.4,0,bajo,app,1,0
763,41.3,0,49.3,0,46.9,1,bajo,app,0,0
764,72.78,18,63.6,1,66.5,1,medio,app,0,0
765,210.01,1,2.4,1,38.5,0,bajo,app,1,0
766,5.61,0,15.1,1,29.1,0,bajo,app,2,0
767,43.86,20,299.6,2,77.8,0,bajo,app,0,0
768,194.82,13,142.0,3,13.4,0,bajo,pos,0,0
769,240.68,22,74.1,1,34.6,0,medio,app,0,0
770,28.02,5,50.6,1,5.3,0,bajo,app,0,0
771,126.5,7,1.4,1,4.2,0,bajo,web,1,0
772,135.59,17,65.2,1,17.6,0,bajo,pos,0,0
773,121.38,13,207.0,1,1.0,0,bajo,app,0,0
774,46.22,14,75.8,2,39.1,1,medio,app,0,1
775,20.1,3,85.9,0,33.1,0,bajo,pos,0,0
776,144.08,10,3.2,0,12.4,0,medio,web,1,0
777,36.42,23,2.0,2,24.0,0,bajo,app,0,0
778,29.84,20,130.8,1,39.8,0,medio,web,0,0
779,107.24,22,34.9,2,21.0,0,alto,pos,1,0
780,160.81,17,11.9,2,40.6,1,bajo,web,0,0
781,245.73,11,107.3,4,28.5,1,bajo,web,1,0
782,56.52,19,46.0,2,39.0,0,alto,app,0,1
783,206.41,0,63.0,2,49.7,0,medio,app,1,0
784,216.14,13,169.3,2,51.0,1,bajo,web,0,0
785,108.66,16,75.9,1,2.5,1,bajo,app,0,0
786,55.72,9,58.6,1,83.7,1,alto,web,0,0
787,42.01,10,40.3,0,26.2,1,bajo,pos,1,0
788,81.16,15,0.2,0,41.4,1,medio,web,0,0
789,78.23,3,243.3,2,43.4,1,bajo,pos,0,0
790,28.32,1,129.6,0,36.7,0,bajo,app,0,0
791,55.9,5,90.5,0,46.8,0,bajo,web,1,0
792,64.26,4,13.5,1,51.1,1,alto,pos,0,0
793,152.73,22,45.0,1,9.4,0,bajo,app,1,0
794,184.71,8,123.5,1,36.9,0,alto,app,1,0
795,38.76,2,111.1,3,75.2,0,bajo,pos,0,0
796,110.21,8,82.4,2,25.1,0,bajo,pos,0,0
797,128.56,14,129.2,0,1.0,1,alto,pos,1,1
798,175.76,17,42.9,3,35.1,0,bajo,web,0,0
799,230.35,1,245.1,1,58.0,1,bajo,app,0,0
800,201.18,16,283.3,0,41.3,0,bajo,web,0,0
801,13.76,11,86.0,0,47.6,0,bajo,web,1,0
802,97.05,22,155.6,1,21.9,0,bajo,web,0,0
803,62.57,2,64.6,2,1.0,0,bajo,app,0,0
804,216.59,5,90.7,0,71.7,0,bajo,app,0,0
805,172.68,9,55.2,0,30.8,1,bajo,web,1,0
806,59.82,9,24.3,1,49.0,0,alto,pos,0,0
807,189.0,4,636.9,2,21.1,0,bajo,pos,0,0
808,78.75,20,3.6,0,21.9,0,medio,app,0,0
809,60.46,21,22.4,1,36.0,0,bajo,app,0,0
810,37.19,23,14.6,2,58.7,0,medio,web,1,0
811,11.07,21,89.8,1,23.2,0,alto,pos,0,0
812,69.4,8,66.9,1,44.4,1,bajo,app,0,0
813,378.73,23,501.6,1,37.4,1,alto,app,0,1
814,15.77,1,8.3,2,9.4,0,alto,web,0,0
815,115.94,10,87.5,0,50.0,0,bajo,web,2,0
816,59.08,10,159.0,0,9.2,0,medio,app,0,0
817,30.72,5,33.7,1,40.7,0,medio,pos,1,0
818,149.4,6,,0,26.7,0,bajo,web,0,0
819,52.21,16,1.9,0,16.7,1,bajo,web,1,0
820,38.87,1,5.8,2,12.3,1,bajo,pos,0,0
821,204.78,8,157.9,3,23.9,1,bajo,web,1,0
822,77.69,5,126.4,2,35.7,0,alto,pos,0,0
823,18.57,4,58.7,0,11.4,0,medio,app,0,0
824,304.37,2,189.0,0,1.0,0,bajo,pos,0,0
825,45.54,19,209.9,1,65.3,0,bajo,web,0,0
826,166.79,11,373.1,2,70.4,0,bajo,web,1,0
827,42.19,12,12.5,0,50.3,0,medio,app,1,0
828,38.59,11,3.4,0,29.8,0,medio,web,0,0
829,36.32,19,115.3,2,85.1,0,bajo,web,0,0
830,16.24,13,7.0,1,72.9,0,bajo,app,2,0
831,92.45,0,179.3,0,57.8,0,bajo,app,0,0
832,182.1,7,44.0,1,44.4,0,bajo,app,0,0
833,13.72,19,10.4,0,1.0,0,bajo,app,0,0
834,113.42,0,73.7,1,25.9,0,bajo,web,0,0
835,106.29,0,92.6,1,28.3,0,bajo,pos,0,0
836,117.62,13,2.3,0,64.9,0,bajo,web,0,0
837,182.4,0,52.7,2,46.9,0,alto,pos,1,1
838,207.49,5,7.2,2,44.4,0,medio,app,0,0
839,73.8,3,12.3,0,39.3,1,bajo,app,1,0
840,128.13,20,80.5,0,9.2,1,bajo,pos,0,0
841,72.7,9,80.5,1,57.9,0,bajo,app,1,0
842,37.78,16,15.9,0,39.6,1,bajo,web,0,0
843,50.82,2,223.0,0,63.9,0,bajo,app,1,0
844,43.19,9,143.0,1,1.1,1,alto,app,1,0
845,89.84,12,82.6,3,26.4,0,alto,app,0,1
846,140.38,7,741.8,1,37.0,0,bajo,app,1,0
847,174.45,12,4.9,1,35.9,0,bajo,app,0,0
848,22.73,21,45.6,2,65.3,0,medio,app,0,0
849,35.96,5,49.7,0,13.9,1,bajo,pos,0,0
850,47.14,3,201.5,2,3.3,0,bajo,web,0,0
851,46.15,6,69.1,1,12.2,0,bajo,web,1,0
852,26.12,16,122.2,2,4.6,1,alto,web,0,1
853,20.89,17,126.1,2,55.6,0,bajo,app,2,0
854,325.92,18,93.5,0,56.2,1,medio,web,0,0
855,86.92,12,109.9,1,10.7,1,bajo,web,0,0
856,710.43,19,81.2,0,33.3,0,bajo,web,0,0
857,31.21,6,120.3,0,52.5,0,bajo,app,0,0
858,,17,269.6,3,68.0,0,bajo,web,0,0
859,201.14,0,195.6,3,73.6,0,bajo,app,0,0
860,414.31,1,,4,44.7,1,bajo,telefono,0,0
861,26.8,13,71.5,1,46.6,0,bajo,web,1,0
862,227.42,16,1.9,1,29.2,1,medio,web,0,0
863,28.16,20,14.1,1,1.0,0,bajo,app,0,0
864,108.54,13,0.3,0,59.5,1,bajo,web,0,0
865,29.97,19,198.5,3,24.2,0,bajo,app,0,0
866,40.09,9,59.6,1,2.0,0,bajo,web,1,0
867,51.75,20,21.5,1,13.1,0,alto,web,0,1
868,184.13,22,119.6,0,73.1,0,bajo,web,0,0
869,256.13,13,15.9,2,20.2,1,bajo,web,0,0
870,20.3,1,150.2,1,56.9,1,alto,web,1,0
871,41.98,0,126.9,2,26.9,0,bajo,web,1,0
872,41.74,5,9.2,2,46.4,0,medio,app,0,0
873,196.32,15,25.8,1,2.7,1,bajo,app,0,0
874,18.25,19,30.9,0,1.0,0,bajo,web,1,0
875,110.76,11,770.1,1,47.9,1,medio,telefono,2,0
876,135.24,13,18.1,3,64.3,0,bajo,web,0,0
877,59.37,14,260.3,1,35.6,0,bajo,app,0,0
878,129.77,19,41.0,3,66.7,0,bajo,app,0,0
879,58.65,13,251.0,2,1.0,1,bajo,telefono,0,0
880,36.05,9,9.9,3,16.7,0,bajo,app,0,0
881,141.63,4,139.4,3,17.8,0,medio,app,0,0
882,30.66,8,71.2,1,72.9,0,bajo,app,1,0
883,32.26,19,44.1,1,24.1,0,bajo,web,0,0
884,51.43,1,1.7,1,57.1,0,bajo,app,0,0
885,181.46,2,284.6,2,11.6,0,bajo,web,0,0
886,368.77,2,50.1,0,77.7,0,bajo,app,1,0
887,244.87,16,78.2,1,59.1,0,bajo,web,0,0
888,43.15,11,85.7,1,24.2,0,bajo,telefono,0,0
889,206.63,9,182.3,0,55.8,0,bajo,web,0,0
890,48.43,21,363.5,1,16.0,1,alto,app,0,1
891,54.78,15,244.3,3,40.7,0,bajo,web,0,0
892,,3,290.8,0,30.1,0,bajo,app,0,0
893,127.36,21,1.3,0,31.5,1,bajo,app,0,0
894,43.01,18,6.5,1,51.7,1,bajo,app,0,0
895,92.53,12,1.2,1,35.7,0,alto,app,0,0
896,129.29,20,71.5,0,64.3,0,bajo,web,0,0
897,119.5,19,46.1,0,40.7,0,bajo,app,0,0
898,41.7,23,56.9,1,41.9,0,medio,web,1,0
899,318.45,5,49.1,1,76.3,1,bajo,app,1,0
900,88.9,9,222.5,0,38.2,0,bajo,web,0,0
901,31.9,4,65.3,0,61.3,0,bajo,web,1,0
902,61.74,23,100.8,1,1.0,1,bajo,app,0,0
903,260.8,7,81.7,0,37.4,0,medio,pos,1,0
904,156.57,8,22.6,1,40.3,0,alto,web,0,0
905,38.28,13,34.6,4,26.3,0,medio,telefono,0,0
906,38.86,1,77.2,1,5.4,1,medio,app,2,1
907,73.31,9,612.5,0,45.1,0,bajo,app,0,0
908,118.02,6,16.7,2,54.2,0,bajo,web,0,0
909,84.54,23,195.7,1,26.5,0,medio,web,0,0
910,49.01,20,47.1,1,10.0,0,medio,app,1,1
911,29.97,6,2.2,2,17.1,0,bajo,web,1,0
912,201.03,16,169.9,2,20.0,1,medio,web,0,0
913,20.12,14,28.0,1,14.4,0,bajo,web,0,0
914,37.16,5,296.0,2,38.0,1,bajo,web,1,0
915,34.05,7,20.6,2,40.2,0,bajo,app,0,0
916,51.59,1,62.4,2,54.4,0,bajo,pos,1,0
917,61.67,14,67.1,1,28.9,0,bajo,web,0,0
918,195.94,0,153.3,2,70.8,0,medio,app,1,0
919,120.98,15,208.3,2,44.0,0,bajo,app,0,0
920,3.15,7,3.4,1,40.6,0,bajo,app,0,0
921,86.2,8,56.3,2,2.0,0,bajo,web,0,0
922,,15,82.8,4,36.9,0,medio,web,0,0
923,28.71,16,10.4,0,54.2,0,bajo,telefono,0,0
924,169.78,3,76.8,0,1.0,1,bajo,web,0,0
925,8.41,20,26.0,2,1.0,0,medio,pos,0,0
926,69.42,2,194.8,1,95.9,0,medio,app,0,0
927,139.59,22,103.4,2,86.3,0,bajo,app,1,0
