fecha_hora,pm25_ug_m3,pm10_ug_m3,no2_ppb,co_ppm,temperatura_c,humedad_pct,viento_m_s,estacion,tipo_dia,target_alerta_calidad_aire
2024-03-09 06:00:00,20.6,49.67,38.68,0.36,25.4,72.4,3.19,industrial,laboral,0
2024-03-09 12:00:00,21.7,31.65,45.85,1.42,22.1,49.4,3.58,sur,fin_semana,0
2024-03-09 18:00:00,15.36,25.96,16.71,0.67,14.5,77.4,1.36,sur,laboral,0
2024-03-10 00:00:00,23.87,40.53,45.01,1.75,18.5,67.7,8.9,norte,laboral,0
2024-03-10 06:00:00,22.88,47.83,46.61,1.67,13.6,58.4,1.07,industrial,laboral,1
2024-03-10 12:00:00,20.93,30.18,41.03,0.98,8.6,60.3,2.57,industrial,laboral,0
2024-03-10 18:00:00,14.99,25.74,48.64,1.0,4.6,51.0,1.61,norte,laboral,0
2024-03-11 00:00:00,18.09,44.66,20.28,0.96,14.0,82.4,1.53,centro,fin_semana,0
2024-03-11 06:00:00,15.44,25.46,38.0,1.21,8.9,98.0,5.58,norte,laboral,0
2024-03-11 12:00:00,21.57,42.55,20.25,1.67,10.2,50.3,1.46,centro,laboral,0
2024-03-11 18:00:00,25.47,50.15,43.14,0.77,16.7,60.2,11.39,sur,laboral,0
2024-03-12 00:00:00,22.67,48.92,11.97,1.75,24.9,78.7,1.44,centro,laboral,0
2024-03-12 06:00:00,17.66,38.9,37.52,2.13,14.1,98.0,6.25,sur,fin_semana,0
2024-03-12 12:00:00,15.78,24.84,23.34,0.51,15.5,25.0,4.46,centro,laboral,0
2024-03-12 18:00:00,9.62,18.26,18.12,1.29,17.0,63.8,5.95,industrial,laboral,0
2024-03-13 00:00:00,25.68,53.82,20.69,0.87,19.1,75.3,1.69,centro,laboral,1
2024-03-13 06:00:00,10.71,24.5,54.56,1.22,13.9,46.2,2.26,sur,laboral,0
2024-03-13 12:00:00,20.49,40.83,58.59,0.79,7.2,54.8,0.38,industrial,laboral,1
2024-03-13 18:00:00,10.9,26.07,29.14,2.8,24.9,38.1,3.87,norte,fin_semana,0
2024-03-14 00:00:00,30.87,45.64,53.93,1.33,5.0,50.7,0.22,norte,fin_semana,0
2024-03-14 06:00:00,24.97,41.21,23.49,0.86,18.1,89.9,0.34,centro,laboral,0
2024-03-14 12:00:00,21.89,37.96,32.32,0.57,10.2,87.0,3.09,centro,laboral,0
2024-03-14 18:00:00,16.54,26.44,43.21,2.61,5.9,52.6,7.5,norte,fin_semana,0
2024-03-15 00:00:00,18.59,44.02,41.6,1.32,23.0,73.0,3.2,industrial,laboral,1
2024-03-15 06:00:00,8.91,17.78,44.02,0.68,15.9,81.3,0.67,norte,laboral,0
2024-03-15 12:00:00,6.43,14.81,14.72,0.4,9.8,36.1,6.28,sur,fin_semana,0
2024-03-15 18:00:00,40.52,77.25,36.76,1.25,17.1,32.6,2.38,centro,fin_semana,1
2024-03-16 00:00:00,24.88,50.06,29.62,0.69,14.2,44.6,5.48,industrial,laboral,0
2024-03-16 06:00:00,15.26,28.12,19.8,2.16,23.7,37.9,2.06,norte,laboral,0
2024-03-16 12:00:00,33.09,69.57,16.61,1.9,8.8,74.1,2.0,centro,fin_semana,0
2024-03-16 18:00:00,49.44,93.88,36.98,1.19,17.2,63.8,4.65,sur,laboral,1
2024-03-17 00:00:00,23.11,56.68,44.55,0.96,9.0,68.7,2.99,industrial,laboral,1
2024-03-17 06:00:00,35.55,50.41,39.62,1.62,20.8,66.3,5.41,sur,laboral,1
2024-03-17 12:00:00,24.5,47.53,34.27,0.65,16.7,58.5,0.46,centro,laboral,0
2024-03-17 18:00:00,21.06,31.77,21.98,1.31,15.6,27.0,1.04,norte,laboral,0
2024-03-18 00:00:00,25.24,60.0,37.11,2.08,8.8,85.5,1.91,industrial,laboral,1
2024-03-18 06:00:00,44.57,83.85,56.75,2.0,16.7,91.7,6.62,centro,laboral,1
2024-03-18 12:00:00,15.93,25.96,30.4,0.69,15.9,39.7,0.47,sur,fin_semana,0
2024-03-18 18:00:00,21.78,41.37,16.39,0.35,21.7,18.0,4.24,sur,laboral,0
2024-03-19 00:00:00,24.72,34.13,10.77,0.76,15.0,98.0,3.31,sur,fin_semana,0
2024-03-19 06:00:00,18.53,32.33,37.06,0.8,11.2,78.3,1.35,centro,fin_semana,0
2024-03-19 12:00:00,16.67,42.02,32.27,1.05,5.5,86.9,3.8,sur,laboral,0
2024-03-19 18:00:00,23.68,50.71,52.82,1.39,20.1,32.0,2.61,centro,fin_semana,0
2024-03-20 00:00:00,11.95,25.92,36.25,0.66,13.3,62.5,2.29,centro,fin_semana,1
2024-03-20 06:00:00,39.17,81.0,23.9,1.24,14.6,51.1,3.36,centro,laboral,0
2024-03-20 12:00:00,16.93,30.82,30.83,1.71,14.3,80.1,1.56,sur,laboral,0
2024-03-20 18:00:00,22.66,36.9,30.3,1.0,15.8,57.2,4.62,centro,laboral,0
2024-03-21 00:00:00,25.23,53.23,33.86,0.74,15.3,66.9,3.13,centro,laboral,1
2024-03-21 06:00:00,11.65,24.19,35.02,1.39,7.0,72.4,1.36,centro,laboral,0
2024-03-21 12:00:00,40.23,60.1,44.28,1.64,17.8,35.6,0.33,centro,laboral,1
2024-03-21 18:00:00,9.25,19.83,30.38,1.26,4.0,53.1,5.41,sur,laboral,0
2024-03-22 00:00:00,33.56,45.36,22.35,1.03,11.1,26.2,3.67,norte,laboral,0
2024-03-22 06:00:00,44.87,84.53,42.52,0.64,19.1,88.2,2.46,industrial,fin_semana,1
2024-03-22 12:00:00,17.64,30.89,70.45,1.19,6.4,69.9,2.14,industrial,laboral,1
2024-03-22 18:00:00,26.46,50.42,46.02,2.19,10.7,55.3,4.07,sur,laboral,0
2024-03-23 00:00:00,32.97,64.92,26.65,0.63,13.0,98.0,0.49,centro,laboral,1
2024-03-23 06:00:00,18.73,44.83,8.7,0.72,16.9,66.4,2.39,sur,laboral,0
2024-03-23 12:00:00,28.9,55.44,26.83,0.77,16.3,59.1,4.78,sur,fin_semana,1
2024-03-23 18:00:00,6.23,11.81,28.11,3.53,7.1,52.5,5.87,sur,laboral,0
2024-03-24 00:00:00,23.39,32.75,22.47,1.71,14.2,74.3,4.08,industrial,laboral,1
2024-03-24 06:00:00,19.49,35.16,39.24,1.62,12.2,67.8,3.92,industrial,laboral,0
2024-03-24 12:00:00,32.41,64.9,21.41,1.26,17.5,50.6,5.39,norte,laboral,0
2024-03-24 18:00:00,17.93,42.11,37.93,0.55,17.6,67.8,0.94,sur,laboral,0
2024-03-25 00:00:00,27.82,54.11,22.41,0.86,18.3,54.0,0.56,centro,laboral,0
2024-03-25 06:00:00,55.08,38.48,54.93,1.44,15.2,71.4,4.26,norte,laboral,0
2024-03-25 12:00:00,6.23,9.44,20.67,1.17,22.0,79.9,4.6,industrial,laboral,0
2024-03-25 18:00:00,34.16,76.51,51.0,1.31,18.8,53.4,0.66,centro,laboral,0
2024-03-26 00:00:00,29.31,52.18,27.3,1.27,16.2,41.0,4.69,norte,laboral,0
2024-03-26 06:00:00,11.82,23.53,50.31,0.47,23.3,95.7,5.16,norte,fin_semana,0
2024-03-26 12:00:00,37.87,63.91,36.7,1.39,14.6,16.9,3.11,industrial,laboral,1
2024-03-26 18:00:00,30.77,36.91,43.31,0.8,17.7,75.3,1.49,sur,laboral,0
2024-03-27 00:00:00,19.24,43.62,64.18,1.51,10.4,82.8,0.66,norte,laboral,0
2024-03-27 06:00:00,9.84,17.33,51.69,1.06,17.5,61.3,2.69,centro,laboral,0
2024-03-27 12:00:00,22.29,38.24,55.38,0.86,16.0,70.5,5.26,norte,laboral,0
2024-03-27 18:00:00,13.32,26.53,33.08,0.81,16.2,50.6,3.62,industrial,fin_semana,0
2024-03-28 00:00:00,24.4,41.71,13.68,2.03,6.5,67.2,4.28,sur,laboral,0
2024-03-28 06:00:00,10.08,22.62,25.7,2.45,26.8,41.3,3.5,centro,feriado,0
2024-03-28 12:00:00,33.93,74.46,38.93,0.63,13.7,74.3,3.45,norte,laboral,0
2024-03-28 18:00:00,44.05,82.34,41.29,2.1,11.9,56.7,1.07,centro,laboral,1
2024-03-29 00:00:00,43.57,83.31,52.7,0.75,9.2,78.9,2.29,sur,laboral,1
2024-03-29 06:00:00,13.02,23.2,16.16,0.96,17.2,46.6,4.0,centro,laboral,0
2024-03-29 12:00:00,28.5,48.64,32.67,0.67,28.1,66.7,1.44,centro,laboral,1
2024-03-29 18:00:00,39.87,70.53,38.73,1.4,9.3,79.6,1.75,norte,laboral,1
2024-03-30 00:00:00,32.46,57.19,28.51,2.06,6.5,68.8,5.62,norte,fin_semana,0
2024-03-30 06:00:00,10.1,14.29,24.12,0.57,18.2,59.7,6.99,sur,fin_semana,0
2024-03-30 12:00:00,28.72,44.05,53.45,0.56,30.5,98.0,4.02,industrial,fin_semana,0
2024-03-30 18:00:00,11.85,25.98,9.12,2.36,12.6,46.0,1.61,sur,fin_semana,0
2024-03-31 00:00:00,24.97,46.68,13.18,0.47,7.6,76.3,0.21,industrial,laboral,1
2024-03-31 06:00:00,8.38,14.83,59.99,0.96,22.6,15.0,6.07,centro,laboral,0
2024-03-31 12:00:00,26.17,50.32,27.48,1.79,13.0,28.2,8.19,industrial,fin_semana,0
2024-03-31 18:00:00,23.03,39.91,31.86,0.81,4.5,46.8,1.85,sur,laboral,0
2024-04-01 00:00:00,23.64,53.76,19.98,1.07,20.4,55.3,3.21,centro,laboral,0
2024-04-01 06:00:00,40.94,79.86,47.06,2.34,2.4,65.4,1.69,sur,laboral,1
2024-04-01 12:00:00,38.53,87.13,29.39,0.8,16.3,60.5,7.92,sur,fin_semana,0
2024-04-01 18:00:00,9.21,22.73,8.25,0.66,1.6,63.5,6.06,norte,laboral,0
2024-04-02 00:00:00,15.03,35.31,33.86,1.56,23.4,62.1,7.56,sur,laboral,0
2024-04-02 06:00:00,27.33,68.03,13.46,1.16,4.3,67.1,3.2,industrial,laboral,1
2024-04-02 12:00:00,36.53,56.63,32.36,0.79,11.3,53.9,7.43,sur,laboral,0
2024-04-02 18:00:00,18.8,35.74,34.45,0.54,20.9,31.1,1.96,norte,laboral,0
2024-04-03 00:00:00,18.84,35.19,38.56,1.38,13.3,77.1,2.06,norte,laboral,0
2024-04-03 06:00:00,17.32,34.76,39.05,0.92,17.5,77.0,5.13,centro,fin_semana,0
2024-04-03 12:00:00,30.17,66.11,53.99,0.42,14.0,43.6,1.02,norte,fin_semana,1
2024-04-03 18:00:00,23.25,51.49,11.82,1.2,14.7,69.0,4.47,norte,fin_semana,0
2024-04-04 00:00:00,8.22,14.24,50.24,0.47,10.1,44.3,1.69,centro,laboral,0
2024-04-04 06:00:00,8.08,14.51,37.0,1.31,20.0,98.0,3.61,norte,laboral,0
2024-04-04 12:00:00,40.06,78.23,27.47,1.14,20.7,77.2,0.44,norte,fin_semana,1
2024-04-04 18:00:00,22.75,51.88,33.52,0.98,29.5,72.7,5.07,industrial,laboral,0
2024-04-05 00:00:00,20.82,46.0,20.62,1.39,25.5,67.7,4.93,industrial,laboral,0
2024-04-05 06:00:00,10.12,18.68,34.68,2.35,17.9,59.6,3.39,centro,feriado,0
2024-04-05 12:00:00,11.48,23.5,29.26,0.48,18.9,68.8,1.45,sur,laboral,0
2024-04-05 18:00:00,24.2,63.55,22.92,0.71,18.1,51.5,8.04,centro,laboral,0
2024-04-06 00:00:00,15.87,,25.13,1.08,19.5,81.1,1.99,norte,laboral,0
2024-04-06 06:00:00,14.59,29.98,,0.54,19.0,43.0,2.49,norte,laboral,0
2024-04-06 12:00:00,26.98,48.85,49.48,1.17,5.1,54.9,2.96,sur,laboral,1
2024-04-06 18:00:00,5.68,10.8,25.41,2.47,19.6,71.6,1.91,industrial,fin_semana,0
2024-04-07 00:00:00,39.34,83.29,28.81,0.35,16.8,82.9,1.18,sur,laboral,0
2024-04-07 06:00:00,19.64,43.56,9.9,0.64,9.7,86.6,3.53,norte,laboral,0
2024-04-07 12:00:00,35.89,66.73,59.89,2.95,7.5,84.7,5.06,sur,laboral,1
2024-04-07 18:00:00,14.35,26.51,20.26,0.64,26.1,74.7,3.71,norte,laboral,0
2024-04-08 00:00:00,17.18,29.48,27.98,1.27,14.3,72.6,0.31,sur,fin_semana,0
2024-04-08 06:00:00,22.31,52.23,26.01,2.11,15.8,84.8,1.87,sur,fin_semana,1
2024-04-08 12:00:00,34.53,72.0,45.18,0.64,10.3,38.9,4.85,norte,laboral,0
2024-04-08 18:00:00,6.95,14.66,10.87,1.11,21.3,83.9,5.15,sur,laboral,0
2024-04-09 00:00:00,35.05,64.79,19.41,1.45,18.7,73.5,1.95,centro,feriado,0
2024-04-09 06:00:00,21.55,31.28,24.51,0.99,14.3,84.8,1.99,industrial,laboral,0
2024-04-09 12:00:00,45.96,91.9,46.85,0.77,16.6,76.2,1.99,centro,laboral,1
2024-04-09 18:00:00,18.19,45.45,30.68,0.56,-0.2,67.7,0.62,sur,laboral,0
2024-04-10 00:00:00,26.73,43.09,33.04,1.11,20.9,78.3,0.69,industrial,fin_semana,0
2024-04-10 06:00:00,13.92,29.44,55.99,1.02,28.0,50.3,0.67,norte,fin_semana,0
2024-04-10 12:00:00,38.0,71.02,74.81,2.21,13.9,60.0,5.12,centro,laboral,1
2024-04-10 18:00:00,27.32,51.35,21.57,0.44,6.0,84.0,0.62,centro,fin_semana,0
2024-04-11 00:00:00,10.81,17.74,23.36,0.81,12.9,43.1,5.52,industrial,fin_semana,0
2024-04-11 06:00:00,23.42,45.79,24.21,0.62,33.2,58.8,4.6,norte,laboral,1
2024-04-11 12:00:00,26.54,48.62,18.27,2.3,22.9,82.6,1.28,industrial,laboral,0
2024-04-11 18:00:00,26.47,50.02,34.02,1.2,17.2,71.2,3.44,sur,laboral,0
2024-04-12 00:00:00,31.7,63.6,32.8,2.7,12.2,62.0,2.25,norte,laboral,0
2024-04-12 06:00:00,32.78,57.88,9.66,2.12,14.6,42.6,1.77,norte,laboral,0
2024-04-12 12:00:00,9.48,19.33,29.36,2.55,19.7,86.3,6.46,industrial,laboral,0
2024-04-12 18:00:00,11.89,15.03,49.93,3.81,8.4,87.4,1.62,centro,laboral,0
2024-04-13 00:00:00,25.81,58.45,65.67,1.21,17.1,73.3,1.99,industrial,laboral,1
2024-04-13 06:00:00,12.53,22.21,32.23,0.95,21.3,55.6,4.11,centro,laboral,0
2024-04-13 12:00:00,32.08,72.98,27.15,1.46,14.5,37.9,3.11,norte,laboral,0
2024-04-13 18:00:00,8.95,15.77,34.29,0.73,20.5,58.3,1.35,industrial,laboral,0
2024-04-14 00:00:00,19.94,39.12,41.81,0.45,12.0,47.8,4.53,centro,laboral,0
2024-04-14 06:00:00,35.65,51.77,17.04,0.78,10.9,76.2,2.03,norte,fin_semana,0
2024-04-14 12:00:00,12.11,24.46,35.27,0.89,20.2,82.2,5.48,norte,laboral,0
2024-04-14 18:00:00,15.58,28.95,29.97,1.84,23.8,69.8,2.86,industrial,laboral,0
2024-04-15 00:00:00,10.61,15.69,25.32,0.74,16.8,55.5,0.79,sur,laboral,0
2024-04-15 06:00:00,41.38,76.26,5.35,0.54,18.0,56.2,3.88,norte,laboral,1
2024-04-15 12:00:00,15.61,19.64,45.93,0.74,8.7,60.8,2.02,centro,laboral,0
2024-04-15 18:00:00,21.7,40.48,35.04,0.72,8.2,66.0,1.28,centro,laboral,0
2024-04-16 00:00:00,20.71,35.3,33.71,1.03,11.8,48.1,3.14,centro,laboral,1
2024-04-16 06:00:00,7.81,17.26,38.29,1.67,7.0,76.9,3.09,centro,feriado,0
2024-04-16 12:00:00,11.53,29.89,46.15,0.8,3.4,81.1,3.25,centro,fin_semana,0
2024-04-16 18:00:00,16.7,26.16,30.19,1.49,28.1,72.2,3.41,industrial,fin_semana,0
2024-04-17 00:00:00,14.39,27.72,,0.96,11.1,66.9,2.44,centro,laboral,0
2024-04-17 06:00:00,6.45,9.89,34.13,0.88,32.5,58.2,3.01,sur,laboral,0
2024-04-17 12:00:00,9.19,15.5,15.51,1.75,23.7,97.7,7.39,sur,laboral,0
2024-04-17 18:00:00,,18.84,55.46,0.78,19.9,75.0,7.13,centro,fin_semana,0
2024-04-18 00:00:00,14.56,25.57,14.1,3.07,9.1,44.6,2.79,norte,laboral,0
2024-04-18 06:00:00,38.8,57.62,13.64,0.97,14.4,49.4,3.78,sur,fin_semana,0
2024-04-18 12:00:00,33.95,64.92,19.74,1.36,21.2,80.6,1.97,norte,laboral,1
2024-04-18 18:00:00,10.74,18.44,20.54,2.15,16.0,59.7,1.46,norte,fin_semana,0
2024-04-19 00:00:00,17.75,18.46,13.1,1.51,18.1,68.6,2.38,centro,laboral,0
2024-04-19 06:00:00,9.59,18.06,45.51,1.03,19.1,49.1,2.94,centro,laboral,0
2024-04-19 12:00:00,31.95,58.67,33.65,3.36,13.0,70.2,0.48,sur,laboral,1
2024-04-19 18:00:00,24.75,47.53,32.31,0.65,22.9,81.2,4.16,norte,laboral,0
2024-04-20 00:00:00,30.77,54.66,17.57,2.01,21.8,54.1,10.72,centro,laboral,0
2024-04-20 06:00:00,7.29,14.78,,1.2,25.9,64.1,2.01,sur,laboral,0
2024-04-20 12:00:00,11.46,21.7,11.02,2.22,10.0,86.5,0.53,industrial,laboral,1
2024-04-20 18:00:00,20.08,38.18,41.03,3.77,1.8,77.6,3.26,centro,laboral,0
2024-04-21 00:00:00,24.97,37.03,21.49,0.59,14.9,61.3,5.3,industrial,fin_semana,0
2024-04-21 06:00:00,7.91,9.17,27.35,1.15,12.6,35.4,1.57,industrial,fin_semana,1
2024-04-21 12:00:00,16.95,35.61,66.49,1.73,25.0,79.4,1.73,sur,laboral,1
2024-04-21 18:00:00,6.91,14.18,43.81,1.33,20.6,68.3,4.41,norte,laboral,0
2024-04-22 00:00:00,50.46,64.38,38.83,0.92,23.8,19.8,5.23,centro,laboral,0
2024-04-22 06:00:00,29.58,37.71,41.68,0.85,16.6,32.5,1.47,centro,laboral,0
2024-04-22 12:00:00,18.83,27.17,29.03,1.48,20.2,71.9,2.9,centro,feriado,0
2024-04-22 18:00:00,46.31,70.42,75.53,1.01,12.3,58.2,1.85,norte,fin_semana,1
2024-04-23 00:00:00,11.07,16.76,42.04,0.43,22.6,75.8,3.65,industrial,fin_semana,0
2024-04-23 06:00:00,17.04,30.32,34.38,0.38,21.9,38.9,1.82,norte,laboral,0
2024-04-23 12:00:00,18.68,35.03,39.33,0.78,26.4,87.2,1.32,norte,fin_semana,0
2024-04-23 18:00:00,8.13,11.84,25.16,0.56,-2.2,62.6,5.24,industrial,laboral,0
2024-04-24 00:00:00,29.13,55.7,29.75,1.84,20.8,49.4,1.2,sur,laboral,0
2024-04-24 06:00:00,13.06,22.49,38.14,0.4,17.0,73.6,8.9,sur,laboral,0
2024-04-24 12:00:00,8.32,17.53,42.1,1.47,7.2,55.5,1.66,norte,fin_semana,0
2024-04-24 18:00:00,37.09,56.52,39.61,2.02,23.2,53.9,1.87,norte,laboral,0
2024-04-25 00:00:00,25.51,53.8,21.17,1.57,10.4,64.6,0.83,sur,laboral,0
2024-04-25 06:00:00,36.11,67.12,45.31,1.27,19.0,73.6,1.87,norte,fin_semana,0
2024-04-25 12:00:00,21.97,33.46,36.64,0.58,21.4,86.8,0.97,centro,laboral,0
2024-04-25 18:00:00,15.34,33.25,22.8,1.11,12.0,76.1,5.1,industrial,laboral,0
2024-04-26 00:00:00,12.49,21.98,92.44,1.61,17.8,70.0,2.72,industrial,fin_semana,1
2024-04-26 06:00:00,9.6,17.36,14.93,0.62,11.1,71.2,4.2,centro,laboral,0
2024-04-26 12:00:00,8.49,15.49,30.47,2.02,15.3,61.1,1.2,norte,fin_semana,0
2024-04-26 18:00:00,15.86,23.7,34.82,0.53,17.1,56.9,0.73,centro,laboral,0
2024-04-27 00:00:00,49.38,104.54,30.91,1.78,12.6,73.1,1.93,industrial,fin_semana,0
2024-04-27 06:00:00,5.95,,13.26,0.99,2.1,54.9,1.08,industrial,laboral,0
2024-04-27 12:00:00,28.12,46.35,34.28,0.47,7.8,30.9,0.55,norte,laboral,0
2024-04-27 18:00:00,31.16,63.29,25.21,0.67,0.9,50.5,1.53,centro,laboral,0
2024-04-28 00:00:00,46.66,88.26,19.25,0.58,17.9,56.2,6.1,norte,laboral,0
2024-04-28 06:00:00,45.75,57.17,24.46,0.63,17.8,65.3,6.65,centro,laboral,0
2024-04-28 12:00:00,13.01,23.34,33.12,1.48,12.4,58.8,1.33,centro,feriado,0
2024-04-28 18:00:00,16.88,25.12,64.96,0.81,9.1,39.8,5.59,norte,fin_semana,0
2024-04-29 00:00:00,34.47,64.65,42.59,1.4,24.4,85.5,3.05,sur,fin_semana,1
2024-04-29 06:00:00,28.4,52.37,28.45,2.3,20.2,68.2,2.52,centro,fin_semana,0
2024-04-29 12:00:00,30.06,45.84,17.88,1.22,9.8,98.0,3.25,industrial,feriado,0
2024-04-29 18:00:00,22.1,37.93,9.74,1.86,14.5,77.9,2.3,norte,laboral,0
2024-04-30 00:00:00,20.97,39.88,54.41,1.42,14.9,53.6,2.2,sur,fin_semana,0
2024-04-30 06:00:00,35.01,63.97,22.82,0.47,12.4,90.5,6.79,industrial,fin_semana,0
2024-04-30 12:00:00,18.72,32.2,73.83,1.08,19.5,81.3,5.71,industrial,fin_semana,1
2024-04-30 18:00:00,13.64,31.84,16.17,0.8,15.2,75.6,0.85,norte,laboral,0
2024-05-01 00:00:00,19.0,37.83,25.56,0.78,13.9,66.4,1.95,sur,feriado,0
2024-05-01 06:00:00,14.52,31.39,9.29,0.98,8.4,84.1,3.4,industrial,fin_semana,0
2024-05-01 12:00:00,22.21,55.58,40.44,0.54,28.8,72.9,0.1,centro,laboral,1
2024-05-01 18:00:00,36.39,69.18,39.67,2.64,0.8,75.9,0.37,industrial,fin_semana,1
2024-05-02 00:00:00,21.1,33.29,27.8,0.72,12.8,67.5,2.55,industrial,fin_semana,0
2024-05-02 06:00:00,43.54,75.42,26.81,1.47,-0.7,44.6,4.56,sur,laboral,1
2024-05-02 12:00:00,29.37,59.64,27.63,0.77,28.4,48.2,2.04,industrial,laboral,0
2024-05-02 18:00:00,16.39,34.34,29.63,1.92,10.0,74.2,1.49,sur,laboral,0
2024-05-03 00:00:00,21.44,38.91,37.22,2.1,11.5,56.5,3.57,sur,laboral,0
2024-05-03 06:00:00,12.8,24.17,67.44,3.1,5.8,78.2,2.94,centro,fin_semana,0
2024-05-03 12:00:00,21.85,43.15,33.46,2.04,22.7,56.6,2.87,sur,laboral,0
2024-05-03 18:00:00,21.43,45.89,31.06,1.04,17.9,87.7,2.2,industrial,laboral,0
2024-05-04 00:00:00,19.64,34.36,52.57,3.93,16.3,69.4,2.06,industrial,fin_semana,1
2024-05-04 06:00:00,35.16,68.69,11.7,2.74,14.4,50.7,1.13,centro,laboral,0
2024-05-04 12:00:00,43.1,79.85,15.42,0.44,12.1,69.3,4.19,centro,feriado,0
2024-05-04 18:00:00,16.07,33.98,23.68,1.33,17.3,64.6,2.38,sur,laboral,0
2024-05-05 00:00:00,17.61,20.12,14.91,2.75,-3.0,64.7,4.48,centro,laboral,0
2024-05-05 06:00:00,28.54,61.01,31.78,0.31,14.8,25.9,1.98,industrial,laboral,1
2024-05-05 12:00:00,4.75,11.03,36.83,0.8,10.8,84.0,0.67,norte,fin_semana,0
2024-05-05 18:00:00,33.0,58.8,24.96,0.66,31.1,88.2,2.65,sur,laboral,0
2024-05-06 00:00:00,12.21,25.39,45.33,0.82,28.2,68.7,2.2,centro,laboral,0
2024-05-06 06:00:00,18.34,31.31,27.48,0.42,15.0,54.8,4.04,norte,fin_semana,0
2024-05-06 12:00:00,35.97,51.49,22.44,1.8,25.4,92.3,1.81,norte,laboral,0
2024-05-06 18:00:00,30.4,33.42,12.73,1.82,16.6,83.4,3.32,sur,laboral,0
2024-05-07 00:00:00,29.16,64.8,69.97,1.23,13.3,47.4,3.06,industrial,laboral,0
2024-05-07 06:00:00,23.97,44.94,35.88,2.33,8.0,59.9,2.45,industrial,fin_semana,0
2024-05-07 12:00:00,10.41,20.11,23.16,2.28,15.9,46.0,2.74,sur,laboral,0
2024-05-07 18:00:00,14.48,31.57,19.52,1.38,21.9,48.5,1.25,industrial,laboral,0
2024-05-08 00:00:00,7.78,16.95,48.59,0.54,29.4,56.9,2.08,norte,feriado,0
2024-05-08 06:00:00,31.91,56.28,36.03,0.98,14.0,89.2,0.7,norte,laboral,1
2024-05-08 12:00:00,38.85,82.32,29.51,2.2,19.3,65.9,2.32,centro,laboral,1
2024-05-08 18:00:00,4.89,9.32,39.18,0.7,16.7,60.4,6.69,sur,laboral,0
2024-05-09 00:00:00,13.44,32.81,24.78,0.99,5.9,61.6,3.57,sur,laboral,0
2024-05-09 06:00:00,27.7,52.78,41.55,1.67,15.4,69.3,1.74,centro,fin_semana,0
2024-05-09 12:00:00,30.7,31.56,36.95,1.76,26.3,53.6,3.09,industrial,fin_semana,0
2024-05-09 18:00:00,17.61,33.56,30.38,0.88,14.8,66.2,0.7,norte,laboral,0
2024-05-10 00:00:00,19.03,44.73,31.88,0.68,11.4,98.0,1.08,centro,laboral,0
2024-05-10 06:00:00,28.26,61.26,43.37,0.44,18.4,61.4,2.67,centro,laboral,0
2024-05-10 12:00:00,39.25,82.14,,1.46,14.5,88.8,0.13,centro,fin_semana,1
2024-05-10 18:00:00,28.73,41.31,34.99,0.92,20.9,79.1,2.04,centro,fin_semana,0
2024-05-11 00:00:00,33.69,46.86,13.62,0.93,20.1,47.1,6.69,sur,laboral,0
2024-05-11 06:00:00,27.26,58.16,35.96,1.14,9.1,78.9,1.79,centro,laboral,0
2024-05-11 12:00:00,33.35,,14.53,0.57,20.2,49.7,2.05,industrial,fin_semana,0
2024-05-11 18:00:00,5.76,10.69,41.67,1.34,31.6,43.6,1.06,norte,laboral,0
2024-05-12 00:00:00,31.49,63.78,30.54,1.1,22.9,52.7,4.63,norte,fin_semana,0
2024-05-12 06:00:00,17.69,39.03,9.54,2.12,7.4,72.3,2.16,norte,laboral,0
2024-05-12 12:00:00,31.24,63.78,42.34,1.15,14.8,53.1,2.09,centro,fin_semana,0
2024-05-12 18:00:00,15.98,26.49,31.81,1.76,13.8,68.3,2.28,norte,laboral,0
2024-05-13 00:00:00,31.26,59.9,33.23,1.56,15.4,63.6,4.19,industrial,fin_semana,0
2024-05-13 06:00:00,33.04,63.2,26.24,1.17,22.0,63.8,2.51,industrial,fin_semana,1
2024-05-13 12:00:00,13.5,23.12,26.91,1.84,9.1,88.6,6.72,centro,laboral,0
2024-05-13 18:00:00,11.9,28.39,30.46,1.15,24.8,80.5,1.28,industrial,laboral,1
2024-05-14 00:00:00,49.84,92.83,26.36,1.4,18.8,64.7,0.24,industrial,fin_semana,1
2024-05-14 06:00:00,18.32,34.38,70.1,1.09,10.3,69.2,1.54,sur,fin_semana,1
2024-05-14 12:00:00,15.43,33.53,41.41,1.46,24.4,57.8,9.12,sur,fin_semana,0
2024-05-14 18:00:00,11.85,29.61,46.16,1.3,21.6,70.1,0.72,norte,laboral,0
2024-05-15 00:00:00,12.67,23.46,9.47,1.8,11.1,35.6,5.6,sur,fin_semana,0
2024-05-15 06:00:00,27.65,67.19,37.26,1.25,12.5,50.3,0.53,norte,laboral,0
2024-05-15 12:00:00,8.85,12.93,17.15,1.55,21.1,52.0,2.35,centro,fin_semana,0
2024-05-15 18:00:00,35.33,56.32,78.15,0.93,27.3,55.3,5.95,norte,laboral,1
2024-05-16 00:00:00,37.82,53.88,36.46,1.4,17.8,41.6,1.62,norte,laboral,0
2024-05-16 06:00:00,28.15,37.11,37.73,0.76,13.5,76.1,6.98,centro,laboral,0
2024-05-16 12:00:00,42.12,92.07,24.28,1.24,-3.0,52.3,3.03,industrial,laboral,1
