customer_id,tenure_months,monthly_spend,support_tickets,late_payments,num_logins_30d,satisfaction_score,streaming_hours_week,contract_type,payment_method,region,uses_mobile_app,uses_addon_security,churn
ALT-0316,31,84.56,2,1,17,7.3,9.6,monthly,digital_wallet,center,0,0,0
ALT-0317,45,95.75,4,4,17,4.9,13.5,annual,card,north,1,0,1
ALT-0318,39,76.57,3,0,20,6.0,6.2,annual,card,metro,1,1,0
ALT-0319,17,78.69,1,0,14,5.2,10.6,quarterly,card,center,1,0,0
ALT-0320,26,56.36,2,0,19,7.5,11.1,monthly,bank_transfer,north,1,0,0
ALT-0321,45,89.48,3,0,25,6.7,12.2,monthly,bank_transfer,north,1,0,0
ALT-0322,53,106.95,0,1,16,4.6,10.8,monthly,cash,south,1,1,0
ALT-0323,14,99.89,5,0,32,4.8,9.4,monthly,card,north,1,0,0
ALT-0324,15,58.03,0,1,25,7.6,5.3,quarterly,bank_transfer,metro,0,0,0
ALT-0325,59,81.24,2,1,19,8.3,9.4,annual,cash,metro,0,1,0
ALT-0326,31,81.24,1,0,19,9.7,11.7,monthly,card,metro,0,0,0
ALT-0327,37,81.23,2,1,12,4.2,7.7,monthly,bank_transfer,south,0,1,0
ALT-0328,48,94.41,6,1,33,5.1,8.1,annual,card,center,1,1,0
ALT-0329,22,57.11,1,0,25,9.4,11.9,annual,digital_wallet,center,1,0,0
ALT-0330,2,58.55,4,3,17,3.3,7.4,monthly,card,south,0,0,1
ALT-0331,63,101.3,2,0,22,4.2,15.0,quarterly,bank_transfer,metro,1,0,0
ALT-0332,69,93.52,1,0,19,3.3,5.1,monthly,bank_transfer,north,1,0,0
ALT-0333,57,113.63,2,0,29,8.4,6.1,monthly,digital_wallet,center,1,1,0
ALT-0334,44,65.96,1,1,24,3.2,5.1,quarterly,bank_transfer,south,1,1,0
ALT-0335,54,129.57,3,4,21,7.0,12.1,monthly,card,metro,1,0,0
ALT-0336,12,61.86,1,1,20,7.2,10.9,monthly,bank_transfer,center,1,1,0
ALT-0337,27,69.82,0,2,1,7.4,4.0,monthly,bank_transfer,south,1,0,0
ALT-0338,6,34.53,3,2,18,5.7,7.9,annual,bank_transfer,metro,1,1,0
ALT-0339,39,77.01,3,1,22,6.0,6.7,quarterly,bank_transfer,center,0,0,0
ALT-0340,22,71.14,3,2,20,5.1,11.3,annual,cash,metro,0,1,0
ALT-0341,3,63.84,1,2,9,6.9,7.5,monthly,card,south,1,1,1
ALT-0342,37,79.23,2,2,17,8.6,9.4,annual,bank_transfer,center,0,0,0
ALT-0343,31,66.68,4,1,23,4.9,6.2,quarterly,bank_transfer,south,1,0,0
ALT-0344,70,114.12,1,3,17,6.5,5.5,monthly,cash,south,0,0,0
ALT-0345,64,135.93,2,0,18,5.6,17.9,monthly,card,north,0,1,0
ALT-0346,67,118.76,4,0,16,4.6,9.0,monthly,bank_transfer,north,1,1,0
ALT-0347,42,113.82,3,1,19,5.9,16.1,monthly,card,south,1,0,0
ALT-0348,2,71.75,4,0,18,8.8,10.2,monthly,cash,north,1,0,1
ALT-0349,18,60.28,2,0,22,4.8,7.2,monthly,card,center,1,1,0
ALT-0350,59,102.48,2,1,1,7.0,9.6,monthly,digital_wallet,south,1,0,0
ALT-0351,61,86.69,1,0,10,4.7,0.7,monthly,cash,metro,1,0,0
ALT-0352,46,91.43,3,3,16,6.3,0.2,monthly,card,south,1,1,0
ALT-0353,44,87.63,4,1,13,9.3,4.4,quarterly,bank_transfer,south,0,1,0
ALT-0354,70,112.1,1,0,26,6.7,7.2,monthly,card,north,0,0,0
ALT-0355,71,100.41,3,1,24,6.8,2.1,monthly,bank_transfer,north,1,0,0
ALT-0356,10,50.15,1,1,19,6.6,7.9,annual,card,center,1,1,0
ALT-0357,13,61.73,1,1,31,9.3,6.9,monthly,bank_transfer,metro,1,1,0
ALT-0358,22,70.65,4,0,15,5.9,9.6,monthly,digital_wallet,south,1,0,0
ALT-0359,26,68.85,3,2,30,6.9,7.4,annual,card,metro,0,0,0
ALT-0360,13,47.52,2,2,31,4.9,0.0,quarterly,bank_transfer,metro,1,1,0
ALT-0361,48,118.25,6,0,24,6.0,11.7,monthly,card,north,1,1,0
ALT-0362,42,65.97,1,0,24,7.6,3.7,monthly,digital_wallet,north,1,1,0
ALT-0363,10,46.27,6,0,34,6.9,3.7,monthly,bank_transfer,metro,1,1,0
ALT-0364,4,59.7,5,0,9,5.4,12.6,monthly,card,south,1,1,1
ALT-0365,71,122.76,1,1,11,4.4,10.0,quarterly,digital_wallet,south,0,0,0
ALT-0366,72,132.0,3,2,16,8.4,12.6,monthly,card,north,1,0,0
ALT-0367,10,47.91,2,0,23,8.6,7.4,monthly,card,south,0,0,0
ALT-0368,6,56.95,3,0,25,3.9,4.8,monthly,digital_wallet,center,0,0,0
ALT-0369,1,69.32,1,5,5,7.7,17.9,quarterly,card,center,1,0,1
ALT-0370,17,78.24,5,1,18,8.1,10.3,quarterly,bank_transfer,metro,0,0,0
ALT-0371,9,62.95,2,0,29,4.8,8.0,monthly,card,north,1,0,0
ALT-0372,19,43.39,1,0,9,6.8,6.3,monthly,card,south,1,1,0
ALT-0373,17,51.8,3,3,13,9.8,4.3,monthly,bank_transfer,south,0,0,1
ALT-0374,52,89.39,4,0,23,6.9,2.9,quarterly,card,south,1,1,0
ALT-0375,11,68.69,6,0,10,5.8,5.9,monthly,bank_transfer,metro,1,1,1
ALT-0376,32,89.25,3,0,21,5.5,9.8,monthly,digital_wallet,south,1,0,0
ALT-0377,1,44.21,2,0,20,6.1,8.3,annual,card,south,1,1,0
ALT-0378,25,74.81,2,1,16,7.6,9.6,monthly,card,metro,1,1,0
ALT-0379,53,99.6,2,1,12,7.7,13.7,annual,card,south,1,0,0
ALT-0380,16,64.01,3,5,22,8.2,3.0,quarterly,card,metro,0,0,1
ALT-0381,42,95.83,4,1,6,5.8,7.9,quarterly,cash,metro,0,1,0
ALT-0382,8,52.43,1,3,12,6.4,7.3,monthly,card,north,1,0,1
ALT-0383,70,113.36,1,1,29,8.0,7.7,quarterly,card,south,1,0,0
ALT-0384,16,53.06,1,0,23,5.7,11.6,annual,cash,metro,1,1,0
ALT-0385,68,111.34,1,2,27,8.4,3.4,monthly,cash,south,0,1,0
ALT-0386,14,65.32,4,1,18,6.3,11.8,monthly,card,metro,1,0,1
ALT-0387,62,117.97,1,1,29,5.1,16.9,monthly,card,metro,0,1,0
ALT-0388,44,83.93,1,3,23,3.7,1.2,monthly,card,center,0,0,0
ALT-0389,57,82.63,1,1,17,6.7,8.2,annual,bank_transfer,metro,1,0,0
ALT-0390,47,92.57,1,0,27,8.8,11.4,quarterly,card,metro,1,1,0
ALT-0391,19,82.88,2,0,23,4.1,15.5,monthly,digital_wallet,metro,1,0,0
ALT-0392,58,109.05,3,1,11,5.6,10.7,monthly,card,south,1,0,0
ALT-0393,68,118.96,5,0,21,6.5,9.9,monthly,digital_wallet,south,1,0,0
ALT-0394,8,40.49,1,1,18,4.2,8.3,annual,cash,center,1,0,0
ALT-0395,67,121.35,3,0,25,6.0,10.6,monthly,card,north,0,0,0
ALT-0396,20,63.81,3,1,25,10.0,5.6,monthly,digital_wallet,metro,1,0,0
ALT-0397,14,61.13,1,1,16,6.6,9.3,monthly,bank_transfer,metro,0,1,0
ALT-0398,18,48.69,0,0,11,8.0,1.7,quarterly,digital_wallet,south,0,1,0
ALT-0399,68,108.97,1,0,33,8.3,14.4,annual,cash,south,1,1,0
ALT-0400,36,81.79,1,0,20,9.4,10.1,quarterly,card,center,1,0,0
ALT-0401,15,68.78,4,0,32,10.0,6.8,monthly,digital_wallet,north,1,0,0
ALT-0402,16,69.31,0,2,28,6.1,7.4,monthly,card,metro,0,0,0
ALT-0403,68,125.2,0,1,19,4.1,16.4,monthly,cash,center,0,0,0
ALT-0404,16,86.17,2,2,15,8.0,18.4,monthly,card,north,1,1,0
ALT-0405,71,100.73,1,1,19,5.4,11.8,quarterly,card,metro,0,1,0
ALT-0406,9,31.69,1,0,25,10.0,6.8,annual,card,north,0,0,0
ALT-0407,39,71.37,4,2,17,7.8,10.1,annual,bank_transfer,center,0,1,0
ALT-0408,2,37.57,3,1,20,5.9,10.4,quarterly,card,center,1,0,0
ALT-0409,5,43.84,4,4,26,5.0,6.6,annual,card,south,0,0,1
ALT-0410,52,96.31,2,1,19,5.8,7.9,quarterly,card,center,1,0,0
ALT-0411,69,105.59,2,1,15,7.4,11.7,annual,card,center,1,0,0
ALT-0412,50,97.27,2,0,24,4.7,11.7,monthly,bank_transfer,metro,0,1,0
ALT-0413,46,86.87,4,1,31,2.6,6.9,monthly,digital_wallet,south,1,0,0
ALT-0414,60,117.49,1,2,33,8.6,9.8,quarterly,bank_transfer,metro,1,0,0
ALT-0415,59,95.59,3,0,14,10.0,10.2,annual,card,center,0,1,0
ALT-0416,27,82.89,5,1,13,8.3,6.8,monthly,card,south,1,0,1
ALT-0417,10,44.26,2,1,1,7.3,7.5,quarterly,bank_transfer,metro,1,0,0
ALT-0418,62,109.65,1,2,12,7.8,3.3,monthly,card,north,0,0,0
ALT-0419,30,95.11,1,1,22,2.4,14.4,monthly,bank_transfer,south,0,0,0
ALT-0420,41,80.56,2,2,13,3.7,8.2,annual,digital_wallet,south,0,0,0
ALT-0421,46,93.86,2,0,24,8.2,9.8,monthly,card,north,1,0,0
ALT-0422,45,70.37,3,2,22,9.0,1.4,quarterly,card,metro,1,0,0
ALT-0423,36,74.42,3,1,15,5.7,11.6,monthly,bank_transfer,metro,0,1,0
ALT-0424,24,72.34,3,2,27,3.3,13.2,annual,card,south,1,0,0
ALT-0425,8,69.0,4,0,10,8.8,10.0,monthly,bank_transfer,center,0,0,1
ALT-0426,15,70.12,0,0,15,5.6,12.6,monthly,card,metro,1,0,0
ALT-0427,45,90.04,3,0,26,2.7,4.6,monthly,cash,center,0,0,0
ALT-0428,65,121.23,4,2,13,6.2,6.1,monthly,card,south,1,0,0
ALT-0429,52,91.54,0,0,15,7.6,11.9,annual,cash,south,1,1,0
ALT-0430,57,84.0,2,0,23,5.4,5.7,monthly,bank_transfer,center,0,1,0
ALT-0431,33,88.24,2,1,24,5.4,5.7,monthly,digital_wallet,north,1,0,0
ALT-0432,40,89.51,2,2,12,7.9,9.6,monthly,card,metro,0,0,0
ALT-0433,10,33.09,1,0,23,8.7,5.1,quarterly,card,metro,0,1,0
ALT-0434,24,90.41,5,0,14,9.7,18.0,monthly,bank_transfer,metro,1,1,0
ALT-0435,59,118.81,2,2,10,4.5,5.0,monthly,card,north,0,0,0
ALT-0436,52,90.23,4,1,26,8.5,6.0,quarterly,bank_transfer,center,0,0,0
ALT-0437,23,57.98,2,2,20,6.7,3.6,monthly,card,center,0,0,0
ALT-0438,57,91.62,2,3,16,6.4,0.7,monthly,card,south,1,0,0
ALT-0439,54,81.15,2,0,23,6.2,6.1,quarterly,bank_transfer,center,1,1,0
ALT-0440,12,67.81,3,2,17,10.0,12.7,annual,bank_transfer,south,1,1,0
ALT-0441,7,40.34,1,0,21,7.8,14.4,annual,digital_wallet,south,1,0,0
ALT-0442,40,75.39,0,0,14,7.4,8.6,quarterly,bank_transfer,south,0,0,0
ALT-0443,10,53.87,3,3,18,4.5,9.7,annual,card,metro,0,1,1
ALT-0444,30,66.28,1,0,9,7.4,5.6,annual,cash,south,0,1,0
ALT-0445,18,63.81,2,0,24,6.1,2.5,quarterly,card,metro,0,0,0
ALT-0446,53,86.48,2,1,9,7.4,5.5,quarterly,digital_wallet,metro,1,1,0
ALT-0447,26,45.81,1,0,22,8.6,6.4,annual,card,metro,1,1,0
ALT-0448,42,59.07,2,0,18,5.2,5.2,annual,bank_transfer,south,0,1,0
ALT-0449,39,82.93,1,1,8,5.0,5.8,monthly,card,north,1,0,0
ALT-0450,21,63.52,2,1,18,7.6,6.3,annual,bank_transfer,south,0,1,0
ALT-0451,62,97.82,1,1,32,7.8,3.2,monthly,digital_wallet,metro,0,0,0
ALT-0452,4,73.05,2,1,22,5.3,12.4,monthly,digital_wallet,north,1,1,0
ALT-0453,15,77.03,2,3,22,6.5,15.0,monthly,bank_transfer,north,1,0,1
ALT-0454,48,100.61,3,1,24,9.7,8.4,quarterly,bank_transfer,metro,1,0,0
ALT-0455,44,90.93,3,0,17,8.9,6.8,monthly,digital_wallet,south,1,1,0
ALT-0456,25,73.87,4,1,15,6.7,9.5,annual,bank_transfer,center,1,1,0
ALT-0457,23,75.94,3,0,27,5.8,8.4,monthly,card,north,0,1,0
ALT-0458,36,80.34,7,0,5,8.6,5.6,annual,cash,metro,1,0,1
ALT-0459,39,87.9,1,1,29,6.4,6.7,quarterly,digital_wallet,metro,1,1,0
ALT-0460,21,76.1,3,1,6,10.0,11.3,monthly,card,center,1,1,0
ALT-0461,48,89.05,2,0,10,10.0,12.8,annual,bank_transfer,north,1,0,0
ALT-0462,41,77.96,1,1,20,7.5,0.0,quarterly,cash,metro,0,0,0
ALT-0463,29,83.29,3,2,19,3.3,10.8,monthly,bank_transfer,north,0,1,0
ALT-0464,22,74.75,1,0,9,8.1,5.3,monthly,digital_wallet,south,1,1,0
ALT-0465,55,115.91,3,2,11,5.1,14.3,monthly,bank_transfer,center,0,0,0
ALT-0466,30,89.78,4,0,24,4.3,3.8,monthly,card,center,1,0,0
ALT-0467,36,79.89,2,0,21,9.3,8.9,quarterly,bank_transfer,north,1,0,0
ALT-0468,3,59.21,4,1,18,4.6,4.1,monthly,digital_wallet,south,0,1,1
ALT-0469,15,54.95,4,0,22,4.5,10.7,quarterly,card,north,0,0,0
ALT-0470,38,75.99,1,1,20,6.8,7.1,annual,card,center,1,1,0
ALT-0471,34,77.31,4,0,26,7.3,6.8,quarterly,card,north,0,1,0
ALT-0472,54,103.88,1,1,18,5.4,6.2,monthly,cash,center,1,0,0
ALT-0473,28,80.66,1,1,19,5.8,10.9,monthly,card,south,1,0,0
ALT-0474,69,110.35,3,0,12,10.0,3.4,monthly,cash,center,1,0,0
ALT-0475,9,64.95,2,1,23,9.2,4.3,monthly,digital_wallet,center,1,0,0
ALT-0476,53,102.79,0,2,15,8.7,14.6,annual,card,center,1,0,0
ALT-0477,45,79.37,2,1,15,7.6,0.0,monthly,digital_wallet,metro,0,0,0
ALT-0478,46,82.77,3,2,35,3.3,8.6,quarterly,bank_transfer,south,1,1,0
ALT-0479,1,50.01,2,1,22,5.7,5.9,monthly,card,south,1,0,0
ALT-0480,37,74.49,0,1,29,5.2,6.4,annual,cash,south,1,1,0
ALT-0481,47,81.52,1,1,13,7.1,7.2,monthly,card,center,1,1,0
ALT-0482,2,52.52,4,2,13,4.1,0.0,monthly,digital_wallet,center,0,0,1
ALT-0483,28,71.2,2,0,1,8.7,5.6,quarterly,bank_transfer,center,1,0,0
ALT-0484,21,84.03,0,3,34,6.2,13.4,monthly,bank_transfer,center,1,0,0
ALT-0485,69,123.84,2,1,14,7.9,11.2,monthly,cash,south,0,0,0
ALT-0486,15,62.11,2,2,28,6.9,4.5,monthly,card,south,1,1,0
ALT-0487,51,95.01,3,1,18,9.1,13.0,annual,card,north,1,0,0
ALT-0488,23,67.63,1,0,16,5.8,3.8,quarterly,bank_transfer,metro,0,1,0
ALT-0489,26,61.75,0,0,4,5.8,6.5,quarterly,card,north,1,0,0
ALT-0490,49,68.91,4,2,30,4.7,6.6,annual,card,metro,1,0,0
ALT-0491,20,70.36,2,2,15,4.3,6.9,monthly,card,south,0,1,1
ALT-0492,6,28.49,0,1,13,5.7,5.2,annual,bank_transfer,center,1,0,0
ALT-0493,42,81.4,2,0,23,6.1,8.4,monthly,bank_transfer,metro,1,1,0
ALT-0494,18,48.33,2,1,4,5.8,9.5,annual,card,south,0,0,0
ALT-0495,14,39.54,2,0,18,6.5,7.7,quarterly,bank_transfer,center,1,1,0
ALT-0496,30,94.19,2,0,28,8.3,15.4,monthly,cash,metro,1,0,0
ALT-0497,41,95.98,2,0,26,7.2,11.2,monthly,cash,center,0,1,0
ALT-0498,66,138.14,3,0,14,6.1,13.1,monthly,digital_wallet,north,0,1,0
ALT-0499,55,99.47,1,2,17,4.4,12.7,annual,card,metro,1,0,0
ALT-0500,38,89.25,2,2,32,3.2,3.4,monthly,card,metro,0,0,0
ALT-0501,11,34.49,2,0,21,7.5,2.3,annual,bank_transfer,metro,1,1,0
ALT-0502,50,103.4,3,2,21,4.1,10.9,monthly,card,center,1,1,0
ALT-0503,46,108.4,2,1,25,7.1,11.9,quarterly,bank_transfer,south,1,1,0
ALT-0504,61,86.28,5,1,25,6.0,6.8,annual,card,south,0,0,0
ALT-0505,51,98.72,1,0,29,6.7,7.7,monthly,bank_transfer,south,0,0,0
ALT-0506,57,84.56,3,1,16,4.0,6.1,annual,cash,metro,1,0,0
ALT-0507,22,69.15,3,1,20,6.7,5.9,monthly,bank_transfer,north,1,1,0
ALT-0508,16,68.51,4,1,14,6.1,7.0,monthly,cash,center,0,0,1
ALT-0509,4,52.0,3,3,16,3.5,4.6,monthly,bank_transfer,metro,1,0,1
ALT-0510,16,71.23,2,2,24,7.8,12.3,annual,cash,north,1,1,0
ALT-0511,62,97.83,0,0,30,5.4,1.2,monthly,cash,center,1,0,0
ALT-0512,8,45.07,3,0,5,6.9,5.5,quarterly,bank_transfer,north,1,0,0
ALT-0513,63,118.16,0,2,10,5.5,6.7,monthly,card,metro,1,1,0
ALT-0514,66,121.93,0,2,15,6.6,9.7,quarterly,card,metro,1,0,0
ALT-0515,11,60.84,2,0,19,4.4,14.4,monthly,bank_transfer,center,1,0,0
ALT-0516,53,88.76,2,3,26,10.0,7.5,annual,bank_transfer,metro,0,1,0
ALT-0517,60,89.92,1,0,20,4.6,10.4,annual,bank_transfer,north,1,0,0
ALT-0518,72,107.4,0,1,14,4.7,11.2,annual,cash,north,1,1,0
ALT-0519,64,90.3,2,2,11,7.5,7.1,annual,digital_wallet,center,1,0,0
ALT-0520,17,64.51,3,0,30,6.2,13.2,monthly,bank_transfer,south,0,0,0
ALT-0521,19,65.98,1,0,21,9.5,8.5,monthly,digital_wallet,metro,1,0,0
ALT-0522,43,85.55,0,0,16,5.1,8.8,monthly,digital_wallet,south,1,1,0
ALT-0523,25,64.74,3,1,19,3.6,4.2,monthly,cash,north,1,0,1
ALT-0524,38,93.81,5,2,24,6.8,7.2,monthly,cash,north,0,0,1
ALT-0525,64,88.44,5,0,13,9.7,12.9,annual,card,metro,1,0,0
ALT-0526,15,59.58,1,0,20,8.9,10.2,monthly,card,center,1,1,0
ALT-0527,36,77.86,1,1,18,6.2,4.1,monthly,cash,center,1,0,0
ALT-0528,32,74.86,2,1,28,8.7,17.1,annual,bank_transfer,center,1,0,0
ALT-0529,24,78.33,1,2,14,9.2,7.7,monthly,card,south,1,0,0
ALT-0530,18,77.34,2,0,1,2.4,13.4,monthly,cash,center,1,0,1
ALT-0531,16,67.04,1,0,36,5.0,13.5,quarterly,bank_transfer,south,0,1,0
ALT-0532,15,64.89,1,1,16,4.8,10.8,quarterly,card,metro,1,0,0
ALT-0533,4,51.55,1,0,21,6.9,3.0,monthly,digital_wallet,center,1,0,0
ALT-0534,65,113.91,2,1,14,10.0,9.6,monthly,bank_transfer,south,1,0,0
ALT-0535,18,54.85,2,0,5,7.1,5.7,quarterly,card,metro,0,0,0
ALT-0536,40,76.23,1,1,21,6.6,2.5,monthly,card,metro,0,1,0
ALT-0537,68,100.13,2,1,16,10.0,5.3,monthly,cash,metro,0,0,0
ALT-0538,3,42.97,0,2,22,4.7,4.3,quarterly,card,south,1,0,0
ALT-0539,51,105.17,4,0,8,5.4,9.2,quarterly,digital_wallet,south,1,0,0
ALT-0540,69,112.4,1,1,23,8.0,8.2,monthly,card,metro,0,0,0
ALT-0541,51,113.96,5,1,21,4.7,10.5,monthly,bank_transfer,center,1,1,0
ALT-0542,5,42.8,2,0,14,4.8,7.4,monthly,digital_wallet,south,0,1,0
ALT-0543,6,50.9,2,2,20,7.3,2.5,quarterly,bank_transfer,center,0,1,0
ALT-0544,23,64.11,3,3,10,5.2,2.7,quarterly,bank_transfer,center,1,1,0
ALT-0545,44,90.09,4,0,25,6.2,6.8,quarterly,bank_transfer,metro,1,0,0
ALT-0546,64,104.49,3,0,26,8.5,10.9,annual,card,north,0,0,0
ALT-0547,40,80.19,4,0,17,6.7,9.0,annual,cash,south,1,1,0
ALT-0548,19,66.44,1,0,15,6.1,7.6,monthly,card,south,1,0,0
ALT-0549,25,72.39,1,2,19,4.6,8.4,quarterly,cash,south,0,1,0
ALT-0550,16,45.29,0,2,17,7.3,0.8,quarterly,digital_wallet,metro,1,1,0
ALT-0551,4,50.84,2,1,12,4.9,10.1,monthly,card,metro,1,1,0
ALT-0552,70,136.48,3,0,27,8.0,13.8,monthly,card,center,0,1,0
ALT-0553,58,107.49,2,1,18,4.8,10.8,monthly,cash,center,1,1,0
ALT-0554,21,65.82,0,0,15,5.3,6.7,monthly,cash,metro,1,1,0
ALT-0555,68,123.88,3,0,12,7.0,15.8,quarterly,card,metro,0,0,0
ALT-0556,7,61.79,5,2,25,7.1,4.6,quarterly,card,center,0,0,1
ALT-0557,30,56.83,2,0,25,5.0,5.3,monthly,card,metro,1,1,0
ALT-0558,21,83.78,2,1,15,6.4,15.9,monthly,card,north,1,1,0
ALT-0559,62,86.05,2,1,10,6.5,5.8,monthly,card,south,0,0,0
ALT-0560,47,93.23,2,1,24,4.6,11.8,quarterly,card,north,1,1,0
ALT-0561,52,101.67,3,4,15,6.8,10.7,annual,bank_transfer,metro,0,1,0
ALT-0562,43,97.67,1,3,18,6.2,8.4,monthly,cash,center,0,0,1
ALT-0563,17,68.12,2,2,33,7.8,10.1,monthly,bank_transfer,center,0,1,0
ALT-0564,39,87.99,1,1,16,8.2,12.8,quarterly,card,center,0,1,0
ALT-0565,67,128.88,4,2,10,5.7,12.4,monthly,card,center,1,1,0
ALT-0566,6,89.84,1,0,19,7.9,10.9,monthly,digital_wallet,north,0,0,0
ALT-0567,32,85.81,3,2,17,8.7,12.4,monthly,bank_transfer,north,1,0,0
ALT-0568,17,63.22,1,3,16,6.0,13.3,quarterly,card,metro,1,0,0
ALT-0569,1,44.73,4,1,11,5.9,6.5,monthly,card,metro,0,0,1
ALT-0570,44,83.13,3,2,27,6.5,4.2,quarterly,card,metro,1,1,0
ALT-0571,39,123.79,3,4,23,8.0,13.7,quarterly,card,south,1,0,0
ALT-0572,8,42.99,3,0,19,5.4,7.4,quarterly,card,north,0,1,0
ALT-0573,9,43.5,0,1,25,5.3,5.9,quarterly,card,north,0,1,0
ALT-0574,49,110.3,4,0,11,6.0,14.2,monthly,card,metro,1,0,0
ALT-0575,32,113.61,1,2,20,10.0,13.5,monthly,card,metro,1,1,0
ALT-0576,29,76.29,3,2,20,4.4,9.0,monthly,card,center,1,0,1
ALT-0577,72,106.21,1,1,28,5.2,1.8,monthly,card,center,1,1,0
ALT-0578,55,86.47,1,1,21,3.6,6.8,monthly,bank_transfer,north,0,0,0
ALT-0579,54,105.02,3,1,21,7.2,8.9,monthly,bank_transfer,north,0,0,0
ALT-0580,8,49.73,1,0,25,6.5,9.2,quarterly,bank_transfer,south,1,1,0
ALT-0581,15,64.25,1,0,27,5.2,9.5,quarterly,card,center,0,0,0
ALT-0582,69,113.7,2,1,13,6.2,1.9,monthly,card,north,0,0,0
ALT-0583,4,72.5,3,0,24,4.5,8.8,monthly,bank_transfer,metro,0,1,0
ALT-0584,14,26.22,3,0,7,4.9,0.8,annual,card,metro,0,0,0
ALT-0585,23,65.21,2,0,17,4.4,9.8,quarterly,card,center,1,1,0
ALT-0586,23,62.57,0,0,18,5.1,4.9,monthly,digital_wallet,center,0,0,0
ALT-0587,52,77.33,2,0,34,8.2,3.0,annual,card,metro,1,0,0
ALT-0588,9,41.95,2,1,14,7.6,11.4,annual,card,center,1,1,0
ALT-0589,29,78.04,2,3,16,3.5,11.7,quarterly,cash,center,0,0,1
ALT-0590,57,88.97,1,0,30,8.4,14.6,annual,bank_transfer,north,1,0,0
ALT-0591,56,120.56,4,1,4,5.0,8.7,monthly,digital_wallet,south,0,1,0
ALT-0592,70,85.57,1,0,21,6.2,4.3,quarterly,card,metro,1,1,0
ALT-0593,29,75.57,1,0,19,5.4,9.6,monthly,card,south,1,1,0
ALT-0594,50,121.66,2,1,1,8.0,20.2,monthly,digital_wallet,metro,1,0,0
ALT-0595,70,110.62,0,2,22,5.8,6.1,monthly,digital_wallet,metro,1,0,0
ALT-0596,59,102.49,0,1,23,8.3,9.6,monthly,digital_wallet,north,0,0,0
ALT-0597,69,116.09,3,3,9,6.8,11.4,quarterly,digital_wallet,south,1,0,0
ALT-0598,48,105.5,4,1,27,6.4,7.8,monthly,card,north,1,0,0
ALT-0599,15,70.31,4,1,20,4.4,8.3,monthly,cash,center,1,0,1
ALT-0600,26,67.04,2,1,26,4.6,1.4,monthly,card,metro,1,1,0
ALT-0601,58,103.59,0,3,24,6.9,5.4,monthly,bank_transfer,north,0,0,0
ALT-0602,60,119.74,3,2,16,6.0,10.7,annual,bank_transfer,metro,0,1,0
ALT-0603,42,88.6,2,1,27,8.1,16.9,annual,card,north,1,1,0
ALT-0604,44,97.17,4,0,19,10.0,7.1,monthly,bank_transfer,south,1,1,0
ALT-0605,30,83.76,4,1,20,7.9,12.8,quarterly,card,south,1,0,0
ALT-0606,30,81.34,2,0,20,3.7,13.5,monthly,bank_transfer,north,1,1,0
ALT-0607,39,93.96,2,1,20,4.6,9.0,monthly,card,metro,1,1,0
ALT-0608,55,81.2,2,0,26,6.3,0.0,quarterly,bank_transfer,south,1,0,0
ALT-0609,55,102.67,3,2,32,7.2,8.0,monthly,bank_transfer,south,1,1,0
ALT-0610,39,69.22,4,0,16,7.8,6.6,monthly,card,south,1,0,0
ALT-0611,23,81.79,2,0,19,7.7,14.0,monthly,bank_transfer,center,1,0,0
ALT-0612,57,111.56,3,1,22,6.5,4.5,monthly,card,metro,0,1,0
ALT-0613,28,85.68,1,1,25,8.2,8.0,monthly,card,south,1,0,0
ALT-0614,57,93.55,0,0,14,4.2,10.5,monthly,bank_transfer,metro,0,1,0
ALT-0615,50,87.03,1,0,32,2.9,7.3,monthly,cash,metro,0,0,0
ALT-0616,11,74.09,3,1,21,8.3,6.7,monthly,cash,south,1,0,1
ALT-0617,11,89.08,7,2,8,6.3,9.4,monthly,digital_wallet,south,1,1,1
ALT-0618,39,96.02,2,0,15,3.8,9.8,monthly,bank_transfer,north,1,0,0
ALT-0619,40,70.14,2,0,31,7.2,3.2,monthly,card,south,1,1,0
ALT-0620,39,71.37,3,1,6,8.4,6.9,monthly,bank_transfer,north,1,0,0
ALT-0621,51,86.65,2,1,20,8.4,0.4,monthly,bank_transfer,metro,1,1,0
ALT-0622,27,87.96,3,1,21,7.5,16.0,quarterly,card,south,0,0,0
ALT-0623,49,88.21,1,0,15,6.6,10.6,annual,bank_transfer,center,0,1,0
ALT-0624,58,116.32,1,0,22,4.3,14.7,monthly,cash,metro,0,1,0
ALT-0625,36,68.01,0,3,9,3.9,6.2,annual,bank_transfer,center,0,0,0
ALT-0626,69,109.94,1,1,33,7.9,11.7,annual,digital_wallet,south,1,0,0
ALT-0627,15,56.18,1,0,30,5.4,2.6,monthly,digital_wallet,center,0,1,0
ALT-0628,54,113.78,4,0,24,8.1,11.4,monthly,bank_transfer,metro,1,1,0
ALT-0629,27,75.16,1,1,20,4.4,7.6,monthly,card,center,1,0,0
ALT-0630,32,69.97,2,1,13,8.0,13.3,quarterly,card,north,1,1,0
ALT-0631,52,104.73,3,1,16,6.1,11.9,quarterly,card,north,0,0,0
ALT-0632,45,62.76,2,1,15,5.9,0.0,annual,card,metro,1,0,0
ALT-0633,45,89.51,2,1,18,9.1,9.3,monthly,cash,metro,1,0,0
