customer_id,tenure_months,monthly_spend,support_tickets,late_payments,num_logins_30d,satisfaction_score,streaming_hours_week,contract_type,payment_method,region,uses_mobile_app,uses_addon_security,churn
CUST-0305,15,67.91,6,1,0,5,7.6,Anual,Transferencia,Norte,0,0,1
CUST-0306,35,60.68,1,0,27,7,6.9,Bienal,Billetera,Sur,1,1,0
CUST-0307,38,51.63,1,0,28,8,12.3,Bienal,Tarjeta,Centro,1,0,0
CUST-0308,28,86.57,1,0,22,6,10.7,Anual,Tarjeta,Norte,1,1,0
CUST-0309,33,69.26,3,0,22,7,9.2,Bienal,Débito,Norte,1,0,0
CUST-0310,39,43.59,2,1,14,7,12.8,Bienal,Tarjeta,Norte,1,1,0
CUST-0311,16,54.88,2,0,22,8,11.5,Anual,Transferencia,Occidente,1,1,0
CUST-0312,47,41.67,1,0,15,9,11.7,Anual,Tarjeta,Sur,1,0,0
CUST-0313,33,56.48,1,1,24,10,10.7,Bienal,Débito,Centro,1,0,0
CUST-0314,49,53.71,2,1,18,8,7.9,Bienal,Débito,Centro,0,0,0
CUST-0315,42,57.42,1,0,15,7,9.1,Anual,Transferencia,Norte,1,0,0
CUST-0316,24,35.87,0,0,20,8,12.2,Bienal,Transferencia,Centro,1,1,0
CUST-0317,31,43.98,0,0,16,8,10.5,Mensual,Transferencia,Centro,1,1,0
CUST-0318,14,71.22,4,0,17,8,7.7,Mensual,Tarjeta,Centro,1,1,0
CUST-0319,28,35.95,1,0,31,7,14.2,Bienal,Tarjeta,Norte,1,1,0
CUST-0320,16,105.0,2,4,0,5,9.4,Mensual,Tarjeta,Norte,1,1,0
CUST-0321,9,110.96,6,5,6,7,6.7,Mensual,Débito,Sur,0,0,1
CUST-0322,16,51.02,1,1,21,9,18.2,Anual,Billetera,Sur,1,0,0
CUST-0323,54,48.43,2,0,24,8,5.5,Bienal,Transferencia,Occidente,1,0,0
CUST-0324,17,45.69,2,0,25,5,9.5,Anual,Transferencia,Norte,1,0,0
CUST-0325,24,71.73,5,2,17,4,7.4,Mensual,Transferencia,Centro,0,0,1
CUST-0326,18,54.9,0,0,25,7,8.0,Anual,Billetera,Centro,1,0,0
CUST-0327,8,53.19,4,0,13,4,9.1,Mensual,Transferencia,Norte,0,0,1
CUST-0328,23,58.51,4,1,29,5,10.3,Mensual,Débito,Centro,1,1,0
CUST-0329,6,86.2,3,0,34,5,16.3,Mensual,Transferencia,Sur,1,0,0
CUST-0330,24,43.16,0,0,10,8,11.4,Bienal,Tarjeta,Norte,1,1,0
CUST-0331,26,47.23,4,0,27,5,7.9,Mensual,Billetera,Norte,1,0,0
CUST-0332,42,36.69,3,0,29,10,4.1,Mensual,Transferencia,Sur,1,1,0
CUST-0333,5,60.0,1,1,28,6,12.8,Anual,Transferencia,Norte,1,0,0
CUST-0334,5,68.14,5,0,18,8,7.3,Bienal,Débito,Centro,0,0,0
CUST-0335,31,48.5,1,0,22,6,14.2,Anual,Débito,Sur,1,1,0
CUST-0336,39,79.31,6,4,26,5,7.6,Anual,Billetera,Occidente,1,0,0
CUST-0337,37,45.67,2,0,15,8,10.4,Mensual,Billetera,Centro,1,1,0
CUST-0338,3,39.3,1,0,25,6,10.4,Mensual,Billetera,Centro,1,0,0
CUST-0339,35,63.58,1,0,24,9,12.9,Bienal,Débito,Norte,1,0,0
CUST-0340,8,69.73,4,1,0,8,4.0,Mensual,Transferencia,Norte,1,0,1
CUST-0341,53,55.27,0,0,9,10,7.3,Anual,Débito,Centro,1,1,0
CUST-0342,22,85.9,7,3,5,5,8.6,Mensual,Billetera,Occidente,1,1,1
CUST-0343,6,93.08,5,2,9,5,8.7,Mensual,Transferencia,Norte,1,1,0
CUST-0344,21,71.74,0,1,38,7,6.0,Mensual,Billetera,Occidente,1,1,0
CUST-0345,12,48.38,5,1,11,5,4.0,Mensual,Transferencia,Centro,1,0,0
CUST-0346,1,93.17,1,3,16,5,4.0,Mensual,Débito,Occidente,1,0,0
CUST-0347,12,80.47,4,1,14,5,1.4,Mensual,Débito,Norte,1,1,0
CUST-0348,49,54.33,1,0,22,8,7.7,Mensual,Billetera,Occidente,1,1,0
CUST-0349,12,55.07,3,1,28,5,15.3,Mensual,Transferencia,Centro,1,0,0
CUST-0350,48,58.18,1,0,14,8,7.8,Anual,Transferencia,Occidente,0,1,0
CUST-0351,23,62.02,2,0,21,7,8.3,Mensual,Billetera,Sur,1,0,0
CUST-0352,46,69.0,2,0,16,8,2.0,Mensual,Tarjeta,Occidente,1,0,0
CUST-0353,9,55.89,1,0,27,9,9.1,Mensual,Billetera,Occidente,1,0,0
CUST-0354,22,69.32,2,1,33,7,14.7,Bienal,Billetera,Sur,1,1,0
CUST-0355,25,62.83,0,2,11,9,7.8,Bienal,Tarjeta,Occidente,1,1,0
CUST-0356,21,50.14,1,1,30,7,9.6,Anual,Débito,Norte,1,1,0
CUST-0357,11,58.8,2,1,29,5,11.3,Mensual,Billetera,Sur,1,0,0
CUST-0358,20,102.98,3,3,10,7,10.0,Mensual,Tarjeta,Norte,1,0,0
CUST-0359,18,71.34,0,0,27,7,14.5,Bienal,Billetera,Occidente,1,1,0
CUST-0360,19,57.58,3,0,38,7,12.3,Anual,Transferencia,Centro,1,0,0
CUST-0361,1,62.23,4,2,11,4,8.3,Mensual,Billetera,Norte,1,1,0
CUST-0362,32,40.06,0,0,24,9,11.7,Bienal,Tarjeta,Norte,0,0,0
CUST-0363,60,45.72,4,0,20,9,3.7,Mensual,Débito,Sur,0,0,0
CUST-0364,32,55.59,4,0,32,7,13.1,Mensual,Transferencia,Centro,1,1,0
CUST-0365,11,80.6,2,1,37,7,17.0,Mensual,Tarjeta,Centro,1,0,0
CUST-0366,30,53.06,1,0,23,8,8.5,Anual,Transferencia,Occidente,1,1,0
CUST-0367,25,65.23,2,1,38,8,7.9,Mensual,Billetera,Occidente,1,0,0
CUST-0368,1,57.12,3,0,20,6,7.0,Bienal,Billetera,Centro,1,1,0
CUST-0369,14,60.23,1,0,19,8,6.8,Anual,Débito,Centro,1,1,0
CUST-0370,13,80.85,4,2,13,5,3.7,Mensual,Débito,Norte,1,0,0
CUST-0371,12,40.53,1,0,48,7,6.8,Mensual,Billetera,Norte,1,0,0
CUST-0372,51,52.59,2,0,29,8,11.0,Mensual,Billetera,Occidente,1,1,0
CUST-0373,38,41.69,1,2,26,9,10.7,Anual,Débito,Centro,0,1,0
CUST-0374,32,48.73,2,0,29,6,12.3,Mensual,Transferencia,Centro,1,0,0
CUST-0375,46,50.42,1,0,23,7,7.8,Mensual,Débito,Norte,1,1,0
CUST-0376,42,46.99,1,1,20,9,7.4,Anual,Débito,Norte,1,0,0
CUST-0377,16,73.2,3,2,9,6,0.0,Mensual,Transferencia,Centro,1,0,0
CUST-0378,29,51.88,1,1,27,9,2.4,Anual,Tarjeta,Sur,1,1,0
CUST-0379,33,56.6,1,0,24,8,6.6,Bienal,Débito,Occidente,1,1,0
CUST-0380,11,76.89,3,0,30,5,11.2,Mensual,Billetera,Sur,1,1,0
CUST-0381,1,51.81,0,3,31,6,7.4,Anual,Tarjeta,Centro,1,1,0
CUST-0382,15,68.8,2,3,7,4,3.6,Mensual,Billetera,Sur,0,0,0
CUST-0383,18,76.09,4,3,14,3,4.4,Mensual,Billetera,Sur,0,0,1
CUST-0384,29,48.69,1,0,7,8,1.6,Anual,Tarjeta,Norte,1,0,0
CUST-0385,36,24.62,0,1,28,8,7.4,Bienal,Billetera,Norte,1,0,0
CUST-0386,10,87.97,4,1,10,3,12.3,Mensual,Transferencia,Norte,1,1,0
CUST-0387,15,46.26,5,2,38,5,9.7,Bienal,Billetera,Occidente,1,0,0
CUST-0388,17,75.37,5,0,13,3,2.5,Anual,Billetera,Sur,0,0,0
CUST-0389,49,49.2,0,1,15,8,11.0,Anual,Billetera,Centro,1,1,0
CUST-0390,14,99.45,5,3,16,6,6.3,Anual,Transferencia,Occidente,1,0,0
CUST-0391,14,51.87,5,1,21,7,11.3,Mensual,Billetera,Occidente,1,1,0
CUST-0392,27,48.92,2,0,30,7,11.6,Anual,Tarjeta,Occidente,0,1,0
CUST-0393,5,72.32,0,2,41,6,6.7,Mensual,Débito,Occidente,1,0,0
CUST-0394,13,51.86,2,2,28,6,5.2,Anual,Billetera,Centro,1,0,0
CUST-0395,33,62.38,1,0,11,8,6.7,Bienal,Tarjeta,Occidente,1,1,0
CUST-0396,45,40.2,4,0,29,8,8.6,Anual,Tarjeta,Centro,1,1,0
CUST-0397,22,77.6,2,4,1,8,2.1,Mensual,Débito,Centro,1,0,0
CUST-0398,34,54.53,2,0,37,7,11.3,Bienal,Tarjeta,Occidente,1,1,0
CUST-0399,35,48.13,2,0,18,10,4.8,Mensual,Transferencia,Occidente,1,0,0
CUST-0400,37,63.84,1,0,9,8,6.6,Anual,Tarjeta,Centro,1,0,0
CUST-0401,24,62.86,2,0,35,7,11.2,Mensual,Tarjeta,Occidente,1,0,0
CUST-0402,11,87.48,4,3,8,5,7.3,Mensual,Tarjeta,Occidente,0,0,0
CUST-0403,18,84.74,2,1,7,7,9.5,Mensual,Transferencia,Norte,0,0,0
CUST-0404,39,52.94,4,1,12,8,15.4,Mensual,Tarjeta,Centro,1,0,0
CUST-0405,4,100.03,3,1,8,7,16.5,Mensual,Tarjeta,Sur,1,0,1
CUST-0406,10,110.0,5,5,7,4,7.2,Mensual,Billetera,Occidente,1,0,1
CUST-0407,44,42.61,2,0,34,9,6.9,Anual,Transferencia,Norte,1,1,0
CUST-0408,3,90.17,4,3,9,5,7.0,Anual,Billetera,Sur,1,0,0
CUST-0409,31,28.08,1,0,19,10,5.5,Bienal,Billetera,Norte,1,1,0
CUST-0410,8,65.63,6,2,1,5,6.7,Mensual,Billetera,Sur,1,0,1
CUST-0411,23,88.6,1,1,31,5,7.9,Mensual,Tarjeta,Sur,1,0,0
CUST-0412,14,46.15,4,0,22,5,13.6,Bienal,Transferencia,Norte,1,0,0
CUST-0413,24,70.32,2,1,24,8,8.7,Bienal,Transferencia,Occidente,1,0,0
CUST-0414,13,81.57,4,2,5,3,8.9,Mensual,Billetera,Norte,1,0,0
CUST-0415,35,55.88,4,0,25,8,9.8,Anual,Débito,Occidente,1,1,0
CUST-0416,60,56.37,1,1,29,8,10.2,Mensual,Transferencia,Occidente,1,0,0
CUST-0417,42,41.19,2,0,25,9,6.4,Anual,Tarjeta,Sur,1,0,0
CUST-0418,23,67.72,3,1,20,7,15.7,Bienal,Tarjeta,Sur,1,0,0
CUST-0419,39,57.36,0,1,19,9,8.3,Anual,Tarjeta,Occidente,1,1,0
CUST-0420,22,100.96,2,2,10,3,3.6,Mensual,Transferencia,Sur,0,0,0
CUST-0421,20,57.99,3,0,14,9,20.3,Mensual,Transferencia,Occidente,1,0,0
CUST-0422,33,42.17,3,0,25,9,8.5,Bienal,Tarjeta,Centro,1,0,0
CUST-0423,32,66.48,2,0,36,8,13.0,Mensual,Transferencia,Sur,1,1,0
CUST-0424,26,54.98,3,1,29,8,11.2,Bienal,Tarjeta,Norte,1,1,0
CUST-0425,11,49.28,2,1,32,7,10.5,Mensual,Billetera,Centro,1,1,0
CUST-0426,23,99.63,3,2,4,6,5.0,Mensual,Débito,Centro,0,0,0
CUST-0427,49,57.74,1,0,19,7,10.5,Anual,Tarjeta,Occidente,0,1,0
CUST-0428,7,80.63,3,2,14,5,3.8,Mensual,Transferencia,Norte,1,0,0
CUST-0429,19,49.36,1,0,33,8,12.8,Anual,Tarjeta,Occidente,1,1,0
CUST-0430,14,90.36,3,2,12,4,1.1,Mensual,Tarjeta,Sur,0,1,1
CUST-0431,2,71.34,2,4,7,4,5.2,Mensual,Débito,Sur,1,0,0
CUST-0432,23,72.69,3,1,44,8,13.2,Anual,Billetera,Occidente,1,0,0
CUST-0433,13,95.72,1,0,31,6,15.8,Anual,Tarjeta,Centro,1,0,0
CUST-0434,18,97.86,2,4,4,5,0.0,Mensual,Transferencia,Norte,0,0,0
CUST-0435,52,27.33,1,2,28,7,11.1,Bienal,Débito,Sur,1,1,0
CUST-0436,32,49.27,0,1,27,9,7.3,Mensual,Transferencia,Occidente,1,0,0
CUST-0437,23,75.26,3,0,22,4,9.2,Mensual,Transferencia,Occidente,1,0,0
CUST-0438,24,54.41,2,2,37,6,12.9,Mensual,Billetera,Occidente,1,0,0
CUST-0439,12,35.47,1,0,33,6,10.9,Bienal,Billetera,Centro,1,1,0
CUST-0440,7,39.57,0,1,32,7,14.4,Mensual,Billetera,Norte,1,1,0
CUST-0441,11,91.51,5,1,9,3,5.8,Mensual,Transferencia,Sur,0,0,1
CUST-0442,19,42.26,1,0,21,8,7.7,Anual,Billetera,Norte,1,0,0
CUST-0443,5,44.79,2,0,28,7,10.1,Bienal,Billetera,Centro,1,1,0
CUST-0444,47,41.98,3,0,27,8,11.9,Mensual,Billetera,Norte,1,1,0
CUST-0445,33,52.37,3,1,28,8,9.0,Anual,Billetera,Centro,1,0,0
CUST-0446,17,30.15,1,1,36,6,12.2,Mensual,Billetera,Sur,1,0,0
CUST-0447,6,103.32,1,4,9,3,0.5,Mensual,Débito,Occidente,1,0,0
CUST-0448,21,65.37,3,0,20,6,5.7,Mensual,Billetera,Norte,1,0,0
CUST-0449,46,54.48,0,0,30,8,7.9,Mensual,Transferencia,Sur,1,0,0
CUST-0450,13,91.25,4,1,19,8,13.7,Mensual,Billetera,Centro,1,0,0
CUST-0451,14,57.22,0,0,14,9,5.5,Anual,Tarjeta,Centro,0,1,0
CUST-0452,3,67.65,5,5,2,3,7.8,Mensual,Débito,Norte,1,0,1
CUST-0453,36,62.63,2,0,40,9,4.5,Mensual,Tarjeta,Norte,1,0,0
CUST-0454,25,43.0,1,0,36,8,14.4,Anual,Débito,Occidente,1,1,0
CUST-0455,20,57.54,1,0,34,8,6.4,Anual,Débito,Centro,1,0,0
CUST-0456,44,25.05,4,2,28,9,8.4,Anual,Transferencia,Centro,1,1,0
CUST-0457,15,77.98,4,1,20,6,0.6,Mensual,Tarjeta,Centro,1,0,0
CUST-0458,51,38.55,1,0,20,9,12.9,Bienal,Débito,Centro,1,0,0
CUST-0459,6,96.68,2,3,17,4,4.4,Mensual,Tarjeta,Centro,0,0,0
CUST-0460,7,87.69,3,1,14,7,13.5,Mensual,Transferencia,Centro,1,0,0
CUST-0461,1,56.27,3,2,30,5,12.4,Anual,Billetera,Occidente,1,1,0
CUST-0462,15,67.66,1,2,20,8,7.1,Mensual,Débito,Occidente,1,1,0
CUST-0463,3,87.45,3,1,19,6,7.3,Mensual,Billetera,Norte,1,0,0
CUST-0464,47,35.16,2,0,45,8,6.8,Mensual,Tarjeta,Sur,1,0,0
CUST-0465,35,51.97,4,1,36,8,18.1,Bienal,Billetera,Norte,1,1,0
CUST-0466,12,56.55,0,0,26,6,9.0,Mensual,Transferencia,Norte,1,0,0
CUST-0467,12,37.43,2,0,17,6,6.5,Anual,Débito,Sur,1,0,0
CUST-0468,5,80.86,4,1,15,5,4.4,Mensual,Tarjeta,Sur,0,1,0
CUST-0469,24,53.77,2,0,27,7,8.9,Mensual,Tarjeta,Sur,1,1,0
CUST-0470,8,60.33,3,1,17,7,16.3,Mensual,Débito,Centro,1,0,0
CUST-0471,32,36.01,4,0,34,7,12.3,Mensual,Tarjeta,Centro,1,1,0
CUST-0472,46,60.08,1,2,25,8,12.6,Bienal,Tarjeta,Sur,1,1,0
CUST-0473,25,38.32,2,0,19,6,5.1,Anual,Transferencia,Sur,1,1,0
CUST-0474,22,52.08,3,0,16,9,0.5,Mensual,Tarjeta,Centro,1,0,0
CUST-0475,57,31.92,2,0,23,8,6.2,Bienal,Billetera,Sur,1,0,0
CUST-0476,38,50.45,0,0,27,8,11.4,Bienal,Débito,Norte,1,1,0
CUST-0477,42,48.72,0,0,22,9,18.7,Anual,Débito,Sur,1,0,0
CUST-0478,17,75.12,4,2,15,7,7.5,Mensual,Billetera,Sur,1,0,0
CUST-0479,27,60.29,1,0,21,5,14.1,Mensual,Billetera,Sur,1,1,0
CUST-0480,33,40.77,0,1,15,8,9.0,Mensual,Tarjeta,Occidente,0,1,0
CUST-0481,33,41.45,1,0,20,7,9.2,Anual,Transferencia,Centro,1,0,0
CUST-0482,27,56.63,2,1,41,10,11.1,Bienal,Débito,Centro,1,0,0
CUST-0483,13,76.04,0,1,27,7,7.5,Anual,Billetera,Sur,1,1,0
CUST-0484,34,45.66,1,1,25,7,7.7,Bienal,Transferencia,Norte,1,1,0
CUST-0485,60,41.05,1,0,34,7,12.8,Anual,Débito,Sur,1,0,0
CUST-0486,26,46.91,1,0,30,9,9.8,Bienal,Tarjeta,Sur,1,1,0
CUST-0487,33,45.3,3,0,44,7,6.8,Anual,Tarjeta,Sur,1,1,0
CUST-0488,19,27.32,2,0,15,8,7.2,Mensual,Tarjeta,Centro,1,1,0
CUST-0489,27,73.65,2,1,21,9,9.0,Mensual,Débito,Centro,1,0,0
CUST-0490,9,73.43,0,1,36,7,11.6,Anual,Tarjeta,Occidente,1,0,0
CUST-0491,10,54.53,4,1,34,6,14.4,Mensual,Billetera,Centro,1,1,0
CUST-0492,5,90.57,1,0,18,8,7.8,Mensual,Billetera,Centro,1,1,0
CUST-0493,41,74.67,1,0,30,6,14.1,Anual,Billetera,Centro,1,0,0
CUST-0494,13,50.31,0,1,38,9,5.8,Anual,Débito,Occidente,1,1,0
CUST-0495,9,74.77,3,1,8,1,7.0,Mensual,Transferencia,Sur,0,0,1
CUST-0496,23,59.53,1,2,31,5,7.9,Anual,Billetera,Norte,1,0,0
CUST-0497,59,53.85,1,0,18,7,12.0,Anual,Transferencia,Sur,1,0,0
CUST-0498,42,56.01,2,1,11,7,11.3,Mensual,Transferencia,Centro,1,1,0
CUST-0499,40,46.03,0,0,22,8,11.9,Bienal,Tarjeta,Sur,1,0,0
CUST-0500,8,74.29,0,0,30,8,11.8,Anual,Tarjeta,Occidente,1,1,0
CUST-0501,14,61.76,4,0,35,7,15.8,Mensual,Billetera,Sur,1,1,0
CUST-0502,15,92.05,4,1,7,5,5.4,Mensual,Débito,Sur,1,1,1
CUST-0503,24,91.18,4,0,7,3,6.7,Mensual,Transferencia,Norte,0,1,0
CUST-0504,25,46.04,3,0,41,8,14.8,Bienal,Billetera,Occidente,1,0,0
CUST-0505,17,64.98,6,0,22,4,12.0,Anual,Billetera,Sur,1,1,0
CUST-0506,20,74.99,4,1,9,6,6.8,Mensual,Tarjeta,Norte,0,0,1
CUST-0507,44,48.26,0,0,35,9,8.9,Anual,Tarjeta,Centro,1,0,0
CUST-0508,1,93.16,2,2,13,5,9.0,Anual,Transferencia,Sur,1,0,1
CUST-0509,29,44.05,2,1,29,5,23.3,Mensual,Billetera,Sur,1,0,0
CUST-0510,36,26.42,2,0,27,8,13.6,Bienal,Débito,Occidente,1,0,0
CUST-0511,56,55.15,1,0,32,9,5.3,Anual,Tarjeta,Centro,1,0,0
CUST-0512,7,87.38,3,2,9,5,3.4,Mensual,Transferencia,Sur,1,0,1
CUST-0513,38,57.83,1,0,22,9,9.1,Bienal,Débito,Sur,1,1,0
CUST-0514,43,53.18,2,0,10,7,4.5,Bienal,Transferencia,Centro,0,0,0
CUST-0515,30,36.12,2,0,23,10,5.0,Mensual,Débito,Occidente,1,1,0
CUST-0516,31,43.84,0,0,20,8,10.7,Mensual,Tarjeta,Sur,1,1,0
CUST-0517,48,46.75,0,0,26,8,7.3,Bienal,Transferencia,Norte,1,0,0
CUST-0518,19,65.27,2,1,16,8,13.6,Bienal,Billetera,Sur,1,1,0
CUST-0519,14,36.49,1,0,40,8,7.1,Mensual,Débito,Centro,1,1,0
CUST-0520,5,78.24,2,1,10,5,9.5,Mensual,Billetera,Sur,1,0,0
CUST-0521,30,51.93,0,2,8,4,5.9,Mensual,Transferencia,Sur,1,0,0
CUST-0522,54,71.61,1,1,30,8,12.8,Anual,Débito,Norte,0,0,0
CUST-0523,36,51.17,1,1,28,7,5.0,Mensual,Tarjeta,Sur,0,0,0
CUST-0524,13,60.52,0,1,10,9,14.5,Mensual,Transferencia,Centro,1,0,0
CUST-0525,45,47.95,3,0,34,9,8.5,Anual,Tarjeta,Centro,1,1,0
CUST-0526,22,33.63,2,0,31,9,9.9,Bienal,Transferencia,Sur,1,0,0
CUST-0527,6,107.16,5,2,9,6,5.4,Mensual,Débito,Centro,0,1,1
CUST-0528,13,91.41,7,4,1,4,6.6,Mensual,Débito,Sur,1,0,1
CUST-0529,8,52.45,1,1,33,9,10.6,Bienal,Billetera,Occidente,1,1,0
CUST-0530,31,34.83,0,0,24,7,5.3,Anual,Transferencia,Sur,1,0,0
CUST-0531,21,49.53,4,1,32,4,7.5,Bienal,Billetera,Occidente,1,0,0
CUST-0532,16,89.89,1,1,29,4,8.3,Mensual,Billetera,Centro,1,0,1
CUST-0533,45,44.71,2,1,10,8,3.3,Anual,Transferencia,Sur,1,1,0
CUST-0534,16,52.14,3,1,22,6,8.8,Anual,Tarjeta,Centro,1,0,0
CUST-0535,49,55.36,0,0,14,6,10.3,Bienal,Tarjeta,Centro,1,0,0
CUST-0536,36,43.7,1,0,44,8,10.4,Bienal,Billetera,Sur,1,0,0
CUST-0537,29,67.25,3,1,35,5,10.1,Mensual,Billetera,Norte,1,0,0
CUST-0538,25,61.98,0,0,20,8,4.6,Bienal,Tarjeta,Sur,1,1,0
CUST-0539,43,34.59,0,0,20,10,7.8,Mensual,Tarjeta,Occidente,0,1,0
CUST-0540,10,61.88,2,1,6,4,9.8,Anual,Transferencia,Norte,1,0,0
CUST-0541,13,69.34,3,3,9,5,5.3,Mensual,Transferencia,Sur,0,0,1
CUST-0542,27,67.0,3,2,29,7,16.7,Bienal,Billetera,Centro,1,0,0
CUST-0543,8,111.28,5,1,14,5,1.2,Mensual,Tarjeta,Sur,1,0,1
CUST-0544,7,70.21,1,5,17,4,2.8,Bienal,Transferencia,Norte,1,0,1
CUST-0545,30,44.32,0,0,31,8,9.5,Mensual,Billetera,Centro,1,0,0
CUST-0546,47,32.73,1,0,19,8,4.8,Anual,Transferencia,Occidente,1,1,0
CUST-0547,24,64.03,2,0,21,9,12.5,Anual,Billetera,Sur,1,1,0
CUST-0548,43,55.49,2,0,18,8,8.8,Bienal,Débito,Sur,1,0,0
CUST-0549,11,48.37,4,0,26,6,11.1,Anual,Billetera,Occidente,1,0,0
CUST-0550,13,39.38,2,0,24,8,13.8,Anual,Tarjeta,Sur,0,0,0
CUST-0551,40,52.29,2,0,19,10,14.7,Anual,Tarjeta,Occidente,1,0,0
CUST-0552,44,46.63,1,0,19,8,10.1,Bienal,Tarjeta,Centro,1,1,0
CUST-0553,29,44.5,1,0,26,7,9.4,Bienal,Débito,Norte,1,0,0
CUST-0554,1,110.31,1,1,4,3,3.1,Mensual,Billetera,Sur,1,0,1
CUST-0555,26,27.15,4,2,13,7,11.3,Mensual,Tarjeta,Centro,1,0,0
CUST-0556,36,46.2,0,0,31,8,12.1,Bienal,Transferencia,Sur,1,1,0
CUST-0557,37,57.37,1,1,28,9,9.9,Anual,Tarjeta,Occidente,0,0,0
CUST-0558,20,67.56,1,2,37,9,10.4,Anual,Transferencia,Occidente,1,1,0
CUST-0559,15,60.4,3,0,28,8,14.9,Anual,Billetera,Occidente,1,0,0
CUST-0560,22,50.77,2,0,21,8,12.6,Anual,Tarjeta,Centro,1,0,0
CUST-0561,18,50.2,2,0,7,8,13.3,Mensual,Tarjeta,Norte,1,0,0
CUST-0562,32,55.19,0,0,32,9,5.9,Mensual,Tarjeta,Centro,1,1,0
CUST-0563,16,72.13,4,2,15,2,3.6,Mensual,Transferencia,Occidente,1,0,1
CUST-0564,14,65.12,3,1,34,8,9.8,Mensual,Transferencia,Sur,1,0,0
CUST-0565,18,36.47,3,0,32,7,13.8,Mensual,Billetera,Sur,1,1,0
CUST-0566,25,77.6,3,0,39,6,14.0,Mensual,Billetera,Occidente,1,1,0
CUST-0567,16,79.29,1,1,28,5,16.2,Bienal,Débito,Sur,1,0,0
CUST-0568,22,70.27,3,0,25,8,13.1,Anual,Tarjeta,Centro,1,1,0
CUST-0569,29,45.86,4,0,25,7,11.9,Bienal,Transferencia,Norte,1,0,0
CUST-0570,27,52.71,1,2,30,7,15.9,Mensual,Transferencia,Norte,1,0,0
CUST-0571,41,42.53,2,4,36,8,12.0,Anual,Transferencia,Occidente,0,0,0
CUST-0572,3,95.9,4,0,12,4,8.0,Mensual,Transferencia,Occidente,0,0,1
CUST-0573,21,74.87,1,1,26,7,11.5,Anual,Débito,Norte,0,1,0
CUST-0574,38,89.95,1,2,28,6,13.0,Anual,Tarjeta,Occidente,1,0,0
CUST-0575,15,71.92,7,2,13,3,6.8,Bienal,Transferencia,Norte,0,1,0
CUST-0576,24,85.43,1,2,33,6,7.2,Mensual,Billetera,Occidente,1,0,0
CUST-0577,23,72.09,4,2,5,3,8.4,Mensual,Billetera,Norte,1,0,1
CUST-0578,15,57.61,2,0,28,10,20.5,Bienal,Transferencia,Occidente,1,1,0
CUST-0579,24,77.81,6,4,9,4,7.4,Mensual,Transferencia,Norte,1,0,1
CUST-0580,26,35.46,1,1,32,10,8.8,Bienal,Tarjeta,Centro,1,1,0
CUST-0581,7,68.27,4,1,9,8,4.5,Anual,Débito,Centro,1,0,0
CUST-0582,13,86.72,2,0,35,6,10.9,Mensual,Billetera,Norte,1,1,0
CUST-0583,32,50.69,0,1,19,8,9.0,Anual,Tarjeta,Norte,1,1,0
CUST-0584,24,62.14,0,1,21,8,14.2,Mensual,Billetera,Sur,1,1,0
CUST-0585,17,91.2,1,2,13,4,5.3,Mensual,Transferencia,Centro,1,0,0
CUST-0586,18,36.79,0,0,33,9,4.2,Mensual,Billetera,Norte,1,1,0
CUST-0587,33,25.75,0,0,22,9,12.4,Anual,Tarjeta,Occidente,1,1,0
CUST-0588,5,46.77,0,0,36,9,8.3,Bienal,Transferencia,Sur,1,0,0
CUST-0589,50,68.91,1,1,24,9,8.6,Bienal,Transferencia,Centro,1,1,0
CUST-0590,37,37.23,1,0,27,9,10.6,Anual,Débito,Centro,1,0,0
CUST-0591,12,90.09,3,1,13,6,2.8,Mensual,Transferencia,Norte,1,0,0
CUST-0592,46,62.36,1,1,20,9,7.4,Anual,Transferencia,Centro,1,1,0
CUST-0593,25,66.19,3,3,19,8,9.0,Anual,Tarjeta,Centro,1,1,0
CUST-0594,28,82.47,1,1,33,5,11.7,Bienal,Tarjeta,Centro,1,1,0
CUST-0595,57,61.8,2,0,26,5,16.3,Bienal,Tarjeta,Sur,1,1,0
CUST-0596,20,52.36,1,0,33,8,7.8,Anual,Tarjeta,Centro,1,1,0
CUST-0597,28,90.59,3,2,34,7,15.1,Mensual,Billetera,Norte,1,1,0
CUST-0598,20,70.8,2,0,33,6,9.1,Mensual,Tarjeta,Sur,1,1,0
CUST-0599,1,50.34,7,1,13,7,3.7,Mensual,Transferencia,Centro,1,1,1
CUST-0600,27,55.37,7,1,23,8,5.9,Mensual,Tarjeta,Occidente,1,1,0
CUST-0601,27,52.92,1,0,24,9,13.3,Anual,Tarjeta,Norte,1,1,0
CUST-0602,17,71.27,4,1,38,6,9.8,Mensual,Billetera,Centro,1,1,0
CUST-0603,18,70.27,5,0,16,5,7.0,Anual,Transferencia,Occidente,0,0,0
CUST-0604,9,52.09,3,1,33,6,13.9,Anual,Transferencia,Norte,0,0,0
CUST-0605,8,68.08,5,2,0,6,1.7,Mensual,Transferencia,Occidente,1,0,1
CUST-0606,13,85.13,1,2,12,5,8.4,Mensual,Tarjeta,Norte,0,1,0
CUST-0607,16,90.13,3,3,19,4,4.1,Mensual,Billetera,Sur,1,0,0
CUST-0608,49,29.45,3,0,25,8,6.6,Bienal,Transferencia,Centro,1,0,0
CUST-0609,6,69.97,1,0,36,7,14.0,Mensual,Billetera,Centro,1,0,0
