customer_id,age,tenure_months,monthly_charge_usd,support_calls_last_3m,data_usage_gb,payment_delay_days_avg,complaints_last_6m,satisfaction_score,promotion_used,contract_type,churn
C2100432,46,25,76.94,2,65.75,18,0,1.0,No,Semiannual,0
C2100286,70,13,62.66,6,1.0,21,1,2.1,No,Annual,0
C2100082,24,29,64.41,3,40.63,8,0,6.8,No,Monthly,0
C2100126,60,24,54.93,5,1.16,10,3,4.3,Yes,Monthly,1
C2100492,62,28,88.65,0,55.48,2,0,3.6,Yes,Annual,0
C2100184,40,3,46.33,5,32.82,15,1,5.0,No,Annual,0
C2100421,47,1,51.83,4,23.62,12,2,4.4,No,Annual,0
C2100405,53,13,79.22,7,23.82,16,2,1.0,No,Semiannual,1
C2100206,55,1,48.39,5,16.64,6,4,3.3,No,Semiannual,0
C2100459,36,1,37.52,6,21.84,9,2,7.4,No,Annual,0
C2100268,42,19,52.28,3,35.61,5,2,5.0,No,Annual,0
C2100440,30,1,50.92,5,28.1,16,1,7.0,No,Semiannual,0
C2100050,47,19,31.73,2,65.72,0,0,4.3,No,Semiannual,1
C2100406,49,1,45.05,0,5.09,17,0,9.3,No,Monthly,0
C2100445,78,49,12.0,10,13.68,8,2,1.8,No,Monthly,1
C2100066,29,28,42.49,5,30.21,18,0,8.9,Yes,Monthly,0
C2100408,42,32,64.85,5,1.0,0,0,9.7,No,Annual,0
C2100068,41,55,61.02,10,26.1,13,5,1.0,No,Semiannual,1
C2100338,70,21,66.27,0,1.0,0,0,10.0,Yes,Monthly,0
C2100346,40,1,77.07,6,32.12,2,6,1.0,No,Semiannual,1
C2100222,72,1,12.0,2,14.12,17,0,8.8,No,Semiannual,0
C2100331,52,17,38.27,5,1.0,14,2,8.4,Yes,Monthly,0
C2100343,52,31,107.25,0,48.24,0,0,1.5,No,Semiannual,0
C2100195,47,18,64.83,0,1.0,0,0,10.0,No,Semiannual,0
C2100288,49,20,70.74,0,18.77,2,0,6.3,No,Semiannual,0
C2100033,38,33,90.19,1,40.84,4,0,2.3,No,Annual,0
C2100507,18,1,77.73,9,24.54,19,4,4.3,No,Annual,1
C2100162,39,12,67.83,0,27.8,3,0,7.3,No,Monthly,0
C2100028,33,20,31.92,8,1.0,6,2,10.0,No,Monthly,0
C2100446,30,5,62.81,6,38.5,11,3,3.6,No,Semiannual,0
C2100308,44,44,95.0,9,5.98,9,6,1.0,Yes,Monthly,1
C2100002,41,50,80.63,5,14.44,19,2,3.4,Yes,Monthly,1
C2100228,61,43,73.99,3,46.11,10,1,1.0,No,Monthly,0
C2100145,33,18,80.34,2,12.01,0,0,7.0,No,Annual,0
C2100370,63,8,20.46,4,22.43,17,0,6.2,No,Monthly,0
C2100314,64,47,87.8,0,69.48,4,0,1.0,Yes,Semiannual,0
C2100419,38,4,28.07,5,24.74,6,3,8.7,Yes,Monthly,0
C2100489,45,9,45.65,7,8.22,6,4,5.3,No,Annual,0
C2100163,68,26,65.46,0,17.63,5,0,4.9,No,Monthly,0
C2100133,45,33,73.9,4,17.53,0,2,3.8,No,Annual,0
C2100353,49,1,54.1,0,33.2,6,0,9.4,No,Semiannual,0
C2100255,48,4,63.25,3,8.68,18,1,5.6,No,Monthly,0
C2100246,60,35,49.43,1,1.0,10,0,10.0,Yes,Annual,1
C2100296,26,43,104.1,6,20.4,0,0,2.1,No,Annual,0
C2100019,76,39,30.65,8,1.0,9,3,4.1,No,Monthly,1
C2100172,50,13,12.0,4,34.72,12,0,9.9,No,Monthly,0
C2100006,48,9,59.52,4,3.42,5,5,6.1,Yes,Annual,0
C2100424,54,21,69.51,0,92.49,15,0,1.0,Yes,Annual,0
C2100304,45,32,54.73,6,25.54,7,1,3.6,No,Semiannual,0
C2100207,46,23,61.06,4,46.13,7,1,1.5,No,Monthly,0
C2100221,18,51,27.1,10,22.08,7,3,9.0,Yes,Semiannual,1
C2100154,56,17,12.0,8,26.44,0,2,5.1,No,Semiannual,1
C2100065,66,27,71.52,3,1.0,18,3,4.2,Yes,Annual,0
C2100108,66,33,59.65,0,23.5,7,0,4.8,Yes,Annual,0
C2100127,51,27,67.19,7,11.15,13,3,1.9,No,Annual,1
C2100282,41,32,50.34,10,21.66,9,2,1.8,No,Semiannual,0
C2100281,35,22,31.45,10,9.26,3,4,6.9,No,Semiannual,0
C2100104,63,15,15.25,5,19.98,7,2,6.4,No,Semiannual,0
C2100435,39,29,47.93,10,30.63,13,3,1.0,No,Semiannual,0
C2100059,41,36,39.78,10,4.15,6,5,1.9,No,Monthly,0
C2100009,57,14,30.47,1,25.27,0,5,7.0,Yes,Monthly,1
C2100034,51,11,43.58,4,1.0,24,0,9.0,Yes,Monthly,1
C2100072,45,31,80.08,0,30.34,1,0,5.3,No,Monthly,0
C2100122,61,32,12.0,9,18.5,0,2,10.0,No,Monthly,1
C2100323,57,7,36.12,4,9.5,13,1,6.6,No,Annual,1
C2100182,56,22,12.0,9,17.73,6,1,7.4,No,Semiannual,0
C2100520,42,37,23.96,9,38.88,6,2,4.5,No,Semiannual,0
C2100454,25,1,40.97,8,49.25,6,3,4.0,No,Monthly,0
C2100064,43,45,73.9,7,40.23,5,2,1.0,No,Annual,0
C2100113,29,27,59.39,10,12.79,0,6,2.6,No,Annual,1
C2100161,54,26,112.97,0,80.21,0,0,1.0,No,Monthly,0
C2100506,55,29,99.22,0,54.36,3,0,5.1,Yes,Monthly,0
C2100219,48,29,79.13,0,14.19,0,0,5.5,No,Semiannual,0
C2100251,47,17,67.18,5,60.6,2,5,1.0,No,Monthly,1
C2100417,43,1,35.61,4,24.33,6,3,6.9,No,Monthly,0
C2100410,40,33,109.42,0,36.07,0,0,3.8,No,Annual,0
C2100231,66,31,77.6,0,1.0,0,0,10.0,No,Monthly,0
C2100457,39,46,64.23,10,63.58,9,3,1.0,No,Semiannual,0
C2100287,18,1,82.98,7,54.69,4,5,1.0,No,Annual,1
C2100333,39,11,23.9,8,21.57,15,3,7.6,Yes,Semiannual,0
C2100389,51,16,55.62,6,5.99,12,2,4.6,No,Annual,0
C2100119,66,37,60.37,0,72.94,8,0,1.0,Yes,Annual,0
C2100442,77,1,12.0,1,8.3,12,0,10.0,No,Semiannual,0
C2100236,54,40,85.8,3,5.47,0,0,3.0,No,Annual,0
C2100326,34,41,67.31,9,29.87,4,1,1.6,No,Annual,0
C2100494,53,6,63.0,6,8.55,12,4,2.6,No,Monthly,0
C2100385,43,1,41.52,0,95.56,7,0,2.0,No,Annual,1
C2100366,43,42,16.2,6,9.81,0,1,10.0,Yes,Annual,0
C2100465,34,33,52.13,8,1.0,0,1,7.7,No,Monthly,0
C2100138,31,9,30.31,6,25.3,1,4,8.5,Yes,Monthly,0
C2100029,18,4,108.76,4,50.57,7,1,2.5,No,Monthly,1
C2100347,55,16,34.88,8,18.22,14,2,3.6,No,Semiannual,0
C2100469,40,20,73.12,6,14.59,6,1,3.8,No,Semiannual,0
C2100391,18,1,26.82,8,13.29,11,2,10.0,Yes,Semiannual,0
C2100272,27,48,28.5,10,51.11,10,6,1.0,No,Annual,1
C2100339,49,31,58.07,7,20.08,6,2,2.4,No,Semiannual,0
C2100241,66,9,18.21,1,36.28,0,3,5.7,Yes,Semiannual,1
C2100269,77,37,97.75,0,1.0,0,0,7.7,No,Semiannual,0
C2100418,72,22,78.7,3,1.0,18,3,4.2,Yes,Annual,0
C2100476,44,8,34.02,9,35.18,0,3,2.6,No,Semiannual,1
C2100249,32,19,35.15,10,46.72,12,5,1.0,No,Monthly,1
C2100518,31,9,35.13,1,20.89,4,1,10.0,Yes,Semiannual,1
C2100292,53,27,107.35,0,1.0,0,0,10.0,No,Annual,0
C2100081,51,18,39.43,3,17.74,13,1,7.5,Yes,Monthly,0
C2100262,60,1,30.86,2,4.24,15,1,8.5,No,Monthly,0
C2100310,69,15,55.02,4,36.93,7,3,1.0,No,Annual,1
C2100519,55,30,68.7,1,22.73,0,1,3.7,No,Monthly,0
C2100483,69,8,12.0,3,58.28,1,0,3.8,No,Annual,1
C2100237,55,10,36.87,2,25.1,11,2,6.4,Yes,Annual,0
C2100441,41,31,52.92,9,1.54,9,4,5.4,Yes,Annual,0
C2100051,51,1,52.51,0,23.65,8,0,9.9,Yes,Annual,1
C2100455,55,38,63.26,6,24.46,6,3,1.0,No,Semiannual,1
C2100275,48,1,12.0,4,89.23,3,0,3.3,No,Annual,1
C2100230,66,71,15.76,10,23.57,10,4,1.0,No,Semiannual,1
C2100502,78,46,70.67,0,9.61,0,0,3.8,Yes,Annual,0
C2100134,47,24,55.18,6,1.0,6,5,6.1,Yes,Monthly,0
C2100170,56,36,25.17,10,9.22,4,4,4.3,No,Monthly,0
C2100185,68,37,78.75,0,54.46,9,0,1.0,Yes,Semiannual,0
C2100205,47,6,42.45,4,1.0,8,1,9.9,No,Monthly,1
C2100376,52,11,22.3,0,44.52,2,0,9.7,No,Monthly,0
C2100149,56,10,27.36,7,19.26,0,6,3.8,No,Semiannual,1
C2100316,54,24,83.89,0,29.1,0,0,6.3,No,Annual,0
C2100085,26,19,133.91,10,1.0,4,6,1.0,Yes,Monthly,0
C2100487,70,10,39.43,0,49.26,0,1,3.9,No,Annual,0
C2100357,60,48,80.25,2,11.39,0,0,2.6,No,Annual,0
C2100239,46,24,21.93,10,84.09,0,5,1.0,No,Semiannual,1
C2100305,18,7,45.04,8,1.0,0,1,10.0,No,Monthly,0
C2100123,47,6,27.33,3,22.6,13,0,8.8,No,Annual,0
C2100247,24,24,27.66,6,62.63,12,0,6.5,No,Semiannual,0
C2100510,42,49,68.46,8,10.74,5,0,3.1,No,Monthly,0
C2100234,30,17,17.36,5,44.13,8,0,9.5,Yes,Semiannual,0
C2100254,56,36,40.18,4,1.0,9,0,9.3,Yes,Annual,1
C2100318,49,1,29.95,4,22.6,4,4,6.8,No,Monthly,0
C2100429,78,58,64.67,8,1.0,0,3,1.0,No,Annual,0
C2100448,66,27,68.47,0,11.65,1,0,6.1,Yes,Annual,0
C2100203,59,31,95.38,0,10.88,0,0,3.0,No,Semiannual,0
C2100512,70,26,12.0,6,31.65,13,0,5.0,No,Semiannual,0
C2100420,56,25,78.89,0,1.0,0,0,9.7,No,Semiannual,0
C2100121,75,19,55.07,0,11.15,4,0,5.6,No,Semiannual,0
C2100369,56,1,90.89,5,27.76,15,3,1.0,No,Monthly,1
C2100049,42,1,54.02,0,24.98,13,2,7.7,No,Semiannual,0
C2100208,46,25,36.13,2,1.0,11,0,10.0,Yes,Annual,1
