customer_id,age,tenure_months,monthly_charge_usd,support_calls_last_3m,data_usage_gb,payment_delay_days_avg,complaints_last_6m,satisfaction_score,promotion_used,contract_type,churn
C4100165,43,35,35.17,4,57.24,0,0,7.4,Yes,Semiannual,0
C4100512,72,1,89.34,3,36.69,29,0,5.3,Yes,Monthly,1
C4100060,18,15,34.27,2,32.71,0,0,9.9,No,Semiannual,0
C4100003,46,24,66.54,0,24.96,13,1,10.0,Yes,Semiannual,0
C4100183,18,21,53.85,0,47.74,0,0,8.6,Yes,Annual,0
C4100505,43,47,12.0,0,29.73,6,1,8.0,No,Annual,0
C4100150,52,13,12.0,1,36.58,6,0,7.7,No,Semiannual,0
C4100102,44,10,48.7,5,80.31,5,0,7.9,No,Semiannual,0
C4100298,55,54,30.55,0,12.32,5,1,5.6,No,Annual,0
C4100453,18,41,76.75,0,52.84,5,1,9.9,Yes,Annual,0
C4100203,44,9,42.6,0,36.28,8,0,2.2,Yes,Monthly,0
C4100403,54,16,13.7,3,4.95,4,5,6.0,Yes,Semiannual,1
C4100072,18,14,34.84,8,44.57,0,5,7.0,No,Semiannual,0
C4100038,25,26,46.38,1,27.3,3,0,9.7,No,Semiannual,0
C4100500,18,30,37.26,0,15.11,0,0,8.7,No,Semiannual,0
C4100546,71,16,16.04,1,49.69,15,2,9.3,No,Semiannual,1
C4100067,18,26,34.23,0,78.21,0,0,8.3,No,Annual,0
C4100024,46,10,12.0,6,53.16,0,1,1.7,No,Semiannual,0
C4100304,34,31,28.16,1,33.23,2,0,10.0,No,Semiannual,0
C4100415,18,1,79.51,2,51.26,1,2,6.0,Yes,Semiannual,0
C4100439,30,20,51.29,0,25.73,3,3,2.6,Yes,Semiannual,1
C4100082,18,1,26.65,7,50.24,0,2,1.5,Yes,Semiannual,0
C4100318,69,5,59.72,0,55.91,22,2,7.2,No,Monthly,1
C4100471,18,1,66.61,0,41.26,3,2,3.2,No,Monthly,0
C4100044,57,1,45.79,1,1.02,18,5,2.5,Yes,Monthly,1
C4100007,45,50,29.36,2,47.12,0,4,10.0,Yes,Annual,0
C4100549,71,1,69.57,0,1.0,21,0,1.0,No,Monthly,1
C4100069,77,1,98.39,2,24.39,30,0,3.3,No,Monthly,1
C4100160,59,1,69.11,5,16.73,14,0,5.9,No,Monthly,1
C4100163,36,30,12.0,0,90.03,3,0,7.1,Yes,Annual,0
C4100230,51,43,46.6,3,48.77,3,3,9.9,No,Annual,0
C4100161,69,8,39.31,5,56.86,10,5,7.3,No,Semiannual,0
C4100465,54,1,12.0,8,1.0,0,2,5.3,No,Monthly,1
C4100409,18,25,81.42,1,44.25,2,1,9.8,No,Semiannual,0
C4100531,20,52,12.0,2,33.19,0,2,9.5,Yes,Annual,0
C4100338,71,3,67.53,3,39.07,16,1,4.5,Yes,Monthly,1
C4100034,58,1,26.86,3,16.35,15,4,6.8,No,Monthly,1
C4100258,55,1,14.29,1,15.31,11,5,7.1,No,Semiannual,1
C4100040,45,38,12.0,0,59.18,0,0,4.2,Yes,Annual,0
C4100387,38,27,103.07,3,49.37,6,0,6.3,No,Monthly,0
C4100241,33,1,50.17,9,1.0,0,2,8.7,No,Monthly,1
C4100335,26,48,15.5,0,40.99,0,1,10.0,No,Annual,0
C4100091,43,21,12.0,5,75.7,0,1,4.4,No,Annual,0
C4100162,28,1,15.74,1,91.58,4,3,5.9,Yes,Annual,0
C4100534,59,4,26.83,1,35.15,14,5,7.9,Yes,Semiannual,1
C4100448,57,37,12.0,1,38.35,6,0,10.0,Yes,Semiannual,0
C4100507,74,27,20.94,3,43.35,8,2,7.5,No,Semiannual,1
C4100476,36,41,12.0,1,32.32,0,1,5.2,Yes,Annual,0
C4100212,44,31,12.0,3,74.67,0,0,9.6,Yes,Annual,0
C4100155,56,1,91.67,4,30.53,17,0,6.0,Yes,Monthly,1
C4100207,53,1,63.42,0,70.94,30,0,6.9,Yes,Monthly,1
C4100350,46,27,13.07,1,1.0,2,1,5.8,No,Semiannual,0
C4100129,32,49,12.0,0,87.41,0,0,7.5,No,Annual,0
C4100204,45,21,34.88,0,15.24,6,3,4.5,Yes,Semiannual,1
C4100172,71,2,73.63,1,28.36,19,0,2.0,No,Monthly,1
C4100472,37,9,12.0,4,81.97,0,1,3.3,Yes,Annual,0
C4100521,19,10,41.56,1,81.43,3,5,9.4,Yes,Annual,0
C4100214,18,41,64.9,0,39.37,0,1,9.6,Yes,Annual,0
C4100456,37,10,34.68,8,25.96,0,1,2.1,Yes,Monthly,1
C4100429,39,1,85.82,5,1.0,11,0,6.5,No,Monthly,1
C4100033,24,19,40.63,0,51.83,6,0,5.2,No,Semiannual,0
C4100503,73,13,12.0,1,29.02,12,0,8.4,Yes,Monthly,1
C4100187,30,1,12.34,0,90.3,7,3,5.4,No,Annual,0
C4100019,35,21,12.0,3,79.23,0,3,6.4,No,Annual,0
C4100376,78,41,12.0,0,18.17,12,0,10.0,No,Semiannual,0
C4100265,18,27,12.0,5,6.97,0,0,10.0,Yes,Semiannual,0
C4100302,44,45,27.63,0,44.69,0,3,5.2,Yes,Annual,1
C4100066,18,21,49.57,8,36.05,0,3,6.7,No,Semiannual,0
C4100018,53,19,46.78,3,22.03,6,1,4.4,Yes,Monthly,0
C4100321,41,15,27.9,1,115.52,8,6,10.0,Yes,Annual,0
C4100080,18,1,78.82,4,58.79,6,2,3.0,Yes,Monthly,0
C4100284,18,1,70.31,7,56.1,0,6,7.9,Yes,Semiannual,0
C4100290,63,60,14.71,1,6.57,0,0,5.6,Yes,Semiannual,0
C4100513,18,11,12.87,6,29.43,0,2,3.3,Yes,Semiannual,0
C4100379,49,38,41.87,0,1.0,7,3,4.7,Yes,Semiannual,1
C4100356,49,7,95.05,7,21.1,8,4,7.3,No,Monthly,0
C4100388,28,3,54.66,2,86.32,7,6,9.4,No,Annual,0
C4100384,24,2,25.8,0,100.64,7,6,9.8,Yes,Annual,0
C4100264,18,1,85.15,4,54.26,8,5,4.8,No,Monthly,1
C4100327,63,26,59.84,3,57.77,10,0,6.7,Yes,Semiannual,1
C4100330,51,33,21.69,1,64.92,3,3,6.8,No,Annual,0
C4100485,42,14,30.69,2,1.0,1,2,2.5,No,Monthly,1
C4100145,53,25,33.57,2,1.0,3,2,3.8,No,Monthly,1
C4100442,25,36,14.8,0,15.43,1,0,7.5,No,Annual,0
C4100011,48,1,98.53,0,25.4,22,0,2.2,No,Monthly,1
C4100378,22,38,45.94,3,31.04,0,0,10.0,Yes,Semiannual,0
C4100410,18,39,52.21,0,40.11,4,1,7.6,No,Annual,1
C4100008,18,1,81.99,8,25.38,0,4,5.7,No,Monthly,0
C4100478,46,1,47.47,4,19.16,5,2,3.2,Yes,Monthly,0
C4100112,40,41,61.99,7,21.54,0,0,6.9,Yes,Monthly,1
C4100251,50,50,12.0,0,27.66,1,1,8.9,No,Annual,0
C4100130,68,29,57.24,0,83.75,18,2,6.4,No,Annual,0
C4100114,22,20,33.9,8,14.49,0,4,5.9,Yes,Semiannual,0
C4100342,18,1,12.0,6,57.45,0,0,1.0,No,Monthly,0
C4100098,18,33,58.4,7,53.96,0,0,9.3,Yes,Semiannual,0
C4100357,49,1,22.6,1,78.52,11,3,4.6,Yes,Semiannual,0
C4100257,18,35,12.0,4,67.8,0,2,7.7,No,Annual,0
C4100142,56,45,75.96,0,1.0,13,6,3.0,No,Annual,1
C4100317,37,26,32.36,0,39.47,6,0,8.8,No,Semiannual,0
C4100540,43,32,85.9,5,39.35,3,1,7.7,Yes,Semiannual,1
C4100480,50,1,34.99,4,24.87,7,1,5.0,No,Monthly,1
C4100025,66,41,12.0,1,33.62,6,1,10.0,No,Annual,0
C4100249,40,11,53.95,0,11.99,12,0,4.3,No,Monthly,1
C4100291,18,35,13.85,1,40.29,0,0,9.6,No,Annual,0
C4100556,31,20,53.15,7,26.49,0,4,7.5,Yes,Semiannual,0
C4100482,18,1,12.0,5,75.29,0,2,3.2,No,Annual,0
C4100457,18,24,61.52,0,1.0,0,3,1.0,No,Semiannual,0
C4100371,18,33,46.24,0,44.72,0,0,8.9,Yes,Annual,0
C4100355,19,27,12.0,1,72.67,0,0,8.4,No,Annual,0
C4100104,29,47,66.92,0,4.26,6,3,10.0,No,Annual,0
C4100402,46,1,113.26,0,38.04,28,0,2.1,No,Monthly,1
C4100016,18,1,49.37,6,58.05,0,2,1.0,Yes,Monthly,0
C4100049,78,4,29.17,5,1.0,10,0,1.0,Yes,Monthly,1
C4100339,58,47,12.0,6,72.44,0,2,5.4,Yes,Annual,0
C4100427,18,12,40.06,1,120.0,0,0,2.0,Yes,Annual,0
C4100078,44,36,53.72,4,28.61,1,0,7.9,Yes,Semiannual,0
C4100139,52,25,23.12,0,65.66,10,0,9.5,No,Annual,1
C4100425,18,1,48.01,1,71.28,1,3,4.8,No,Semiannual,0
C4100128,18,39,12.0,0,62.06,0,0,8.8,Yes,Annual,0
C4100070,72,1,40.9,4,1.0,14,2,2.8,Yes,Monthly,1
C4100479,18,1,80.12,6,34.61,0,3,1.0,Yes,Monthly,0
C4100175,73,28,42.44,2,38.5,11,5,5.9,Yes,Semiannual,1
C4100435,42,72,50.26,0,1.0,0,6,1.0,No,Annual,1
C4100048,70,1,81.63,4,24.52,17,0,3.8,Yes,Monthly,1
C4100542,26,9,60.06,7,15.94,0,4,9.6,No,Monthly,1
C4100414,18,1,12.0,7,64.4,0,5,4.6,Yes,Annual,0
C4100219,48,1,62.19,1,30.92,16,1,4.2,Yes,Monthly,1
C4100126,68,1,16.98,4,25.84,12,1,7.5,Yes,Monthly,1
C4100392,18,1,61.53,6,37.69,0,4,6.4,Yes,Semiannual,0
C4100366,32,1,66.79,6,1.0,8,0,7.1,Yes,Monthly,1
C4100396,35,17,52.43,0,1.0,5,6,1.5,Yes,Monthly,1
C4100177,58,19,95.04,3,43.35,11,0,3.6,Yes,Monthly,1
C4100148,19,15,12.0,5,34.15,0,0,1.0,Yes,Semiannual,0
C4100421,64,1,99.57,0,35.53,28,0,2.9,Yes,Monthly,1
C4100352,18,26,66.99,0,55.42,1,0,8.4,Yes,Annual,0
C4100094,18,17,71.39,4,61.06,0,0,6.6,No,Semiannual,0
C4100293,78,18,29.74,5,42.32,9,0,7.5,No,Monthly,1
C4100005,60,20,27.44,5,9.09,1,3,4.0,No,Monthly,1
C4100551,23,2,42.52,6,57.12,0,6,8.7,Yes,Annual,0
C4100272,48,3,26.9,0,12.71,10,5,5.5,Yes,Semiannual,1
C4100270,18,1,46.66,0,53.98,3,1,4.0,No,Semiannual,0
C4100022,55,1,51.24,6,1.0,11,0,4.8,Yes,Monthly,1
C4100202,18,3,104.08,1,72.41,1,0,9.1,No,Semiannual,0
C4100079,18,1,24.06,5,57.83,0,2,2.6,Yes,Semiannual,1
C4100103,37,1,43.9,5,22.69,1,1,1.8,Yes,Monthly,1
C4100075,22,1,70.79,5,48.31,5,6,6.3,Yes,Monthly,0
C4100181,36,46,36.8,0,14.13,7,2,10.0,No,Annual,0
C4100393,20,14,67.66,5,48.78,0,0,6.9,No,Monthly,0
C4100368,27,38,54.61,1,88.68,0,0,6.5,No,Annual,0
C4100278,48,7,12.0,3,116.94,2,5,7.3,Yes,Annual,0
C4100190,47,39,34.98,0,12.17,2,4,4.4,Yes,Annual,1
C4100236,78,26,61.37,0,10.02,23,0,6.1,No,Monthly,1
C4100431,35,42,95.26,4,53.07,0,0,6.0,Yes,Semiannual,1
C4100419,34,18,12.0,4,1.0,0,0,4.3,Yes,Monthly,1
C4100173,34,1,57.62,0,67.39,19,1,1.0,No,Monthly,0
C4100006,18,9,49.79,0,93.91,0,0,4.5,No,Annual,0
C4100149,74,36,27.27,1,52.16,11,6,7.8,Yes,Annual,1
C4100454,21,43,35.59,6,55.09,0,3,9.8,No,Annual,0
C4100133,71,5,74.85,7,42.05,13,0,7.1,Yes,Monthly,1
C4100164,31,19,12.0,6,52.39,0,2,3.7,No,Semiannual,0
C4100013,78,1,87.99,2,35.66,30,0,2.6,No,Monthly,1
C4100077,18,27,44.09,0,1.0,0,1,1.0,No,Semiannual,1
C4100443,18,32,17.56,0,63.48,0,0,9.5,Yes,Annual,0
C4100532,41,31,15.73,2,14.32,0,3,5.2,No,Semiannual,0
C4100310,20,3,53.9,2,47.29,2,1,4.0,No,Semiannual,0
C4100466,23,42,12.0,0,56.07,0,0,9.6,Yes,Annual,0
C4100123,35,3,16.01,4,28.19,0,0,1.0,No,Monthly,0
C4100246,65,1,61.62,6,1.0,19,0,4.6,No,Monthly,1
C4100146,69,1,65.83,5,21.3,19,2,5.6,Yes,Monthly,1
C4100440,20,35,17.16,0,52.41,0,0,8.3,No,Annual,0
C4100093,56,46,19.77,3,27.24,1,0,9.6,Yes,Semiannual,0
C4100477,28,19,38.22,0,60.78,9,0,7.8,No,Annual,0
C4100180,18,18,37.04,3,60.74,0,0,8.0,Yes,Semiannual,1
C4100106,74,29,51.92,0,30.11,16,6,5.5,Yes,Semiannual,1
C4100085,35,28,50.8,0,43.13,4,0,6.3,No,Semiannual,0
C4100199,18,34,40.23,0,21.73,0,0,7.9,No,Annual,0
C4100179,63,45,12.0,0,12.66,3,6,6.2,No,Annual,0
C4100132,59,1,74.45,5,11.12,13,0,4.6,Yes,Monthly,1
C4100441,21,41,27.26,0,37.78,3,1,8.2,No,Annual,0
C4100237,62,4,49.39,1,32.84,16,0,5.4,Yes,Monthly,1
C4100283,57,46,12.0,4,1.0,0,4,4.9,No,Semiannual,1
C4100470,18,1,44.64,4,38.14,1,1,1.0,No,Monthly,0
C4100408,40,1,96.1,0,11.84,16,0,2.4,Yes,Monthly,1
C4100244,29,17,52.57,9,22.93,0,4,10.0,Yes,Semiannual,1
C4100322,53,10,43.35,7,1.0,1,0,5.2,Yes,Monthly,1
C4100081,52,38,40.0,1,34.31,3,1,4.6,Yes,Semiannual,1
