pm25_ug_m3,pm10_ug_m3,no2_ppb,co_ppm,temperatura_c,humedad_pct,viento_m_s,estacion,tipo_dia,y_real,probabilidad_clase_1,prediccion
41.33,69.82,34.57,1.49,16.7,69.9,4.96,centro,feriado,1,0.13863109980651936,0
10.01,16.25,12.57,0.7,20.4,62.7,0.88,industrial,laboral,0,0.041528091121765066,0
24.24,48.2,18.44,0.72,18.7,62.9,3.99,centro,laboral,0,0.01979845049917548,0
52.72,72.95,40.26,1.93,16.7,79.3,1.14,industrial,laboral,1,0.9789320662696168,1
26.72,52.08,9.85,1.21,9.9,53.5,1.02,norte,laboral,0,0.15109984023056564,0
10.81,17.74,23.36,0.81,12.9,43.1,5.52,industrial,fin_semana,0,0.016238868277241275,0
24.97,45.01,11.35,1.47,26.8,84.1,2.5,centro,laboral,0,0.07808549933627361,0
20.71,35.3,33.71,1.03,11.8,48.1,3.14,centro,laboral,1,0.04286565469358751,0
11.74,21.77,41.12,1.84,28.6,63.0,5.2,norte,laboral,0,0.01317213637229082,0
18.29,32.56,32.95,0.35,11.3,73.7,0.44,industrial,laboral,0,0.2574866492063371,0
26.53,57.8,25.8,0.39,15.4,94.4,2.39,norte,fin_semana,0,0.10239489599942965,0
32.35,67.7,49.69,1.37,26.4,52.4,1.08,norte,laboral,0,0.6176302496979936,1
27.34,47.3,78.02,1.1,12.9,49.5,1.71,norte,laboral,1,0.8290521034639621,1
26.4,65.03,28.75,0.79,12.0,64.9,5.44,centro,fin_semana,0,0.02058896383775627,0
18.3,39.39,16.54,1.01,1.3,44.5,6.75,sur,fin_semana,0,0.006671885222762102,0
21.31,40.18,31.0,3.77,22.1,57.4,1.91,industrial,laboral,0,0.527289834871165,1
12.43,24.44,33.58,1.6,12.0,60.1,3.03,industrial,laboral,0,0.20138148492318772,0
58.64,118.29,50.61,0.81,9.3,67.7,0.68,sur,laboral,1,0.9608092149140066,1
21.86,43.45,55.55,1.76,25.7,58.1,2.65,industrial,laboral,0,0.3281176317047951,0
17.73,41.6,31.29,1.21,19.8,55.1,5.62,norte,fin_semana,0,0.010064767187285785,0
37.82,53.88,36.46,1.4,17.8,41.6,1.62,norte,laboral,0,0.24872169350513887,0
35.87,85.25,23.32,1.85,16.5,53.9,0.76,centro,fin_semana,0,0.5695421604831133,1
18.86,38.66,34.06,0.56,16.5,86.6,2.66,sur,laboral,0,0.024916223714308575,0
17.71,33.66,45.31,1.23,26.2,46.2,2.51,sur,fin_semana,0,0.05602666609658241,0
36.79,58.84,31.73,0.31,12.5,66.0,1.34,sur,laboral,0,0.28271590200917607,0
10.67,21.5,15.35,2.14,11.4,73.1,2.22,centro,laboral,0,0.02627063735154603,0
10.3,17.19,36.62,4.97,16.9,36.5,2.24,sur,laboral,0,0.15518837881222772,0
26.76,60.26,26.22,2.09,12.8,98.0,4.74,norte,laboral,0,0.40623513940628536,0
22.7,26.15,24.13,1.26,3.0,64.7,0.61,sur,laboral,0,0.08542051945232249,0
10.88,21.38,40.33,1.1,20.9,61.7,8.4,industrial,laboral,0,0.0516566570689375,0
17.16,31.94,33.22,1.32,6.4,82.8,1.48,norte,laboral,0,0.04813319803692166,0
19.19,36.3,30.03,1.27,13.3,32.6,2.39,centro,laboral,0,0.06474673768112027,0
41.79,69.22,18.0,0.5,17.6,63.3,1.41,norte,laboral,0,0.1153886055706062,0
38.94,60.88,41.27,2.28,14.5,66.0,2.59,norte,laboral,1,0.5263421436167829,1
22.41,51.43,34.86,1.86,19.0,80.2,2.37,centro,laboral,0,0.17164071812070286,0
24.48,45.9,12.15,1.08,22.6,94.8,3.5,industrial,laboral,0,0.16929418738311092,0
30.79,58.22,56.93,1.31,21.1,35.4,2.21,norte,fin_semana,0,0.40584992365513894,0
24.29,40.41,31.56,1.65,19.3,83.2,8.71,norte,laboral,0,0.013213651995583614,0
11.85,25.98,9.12,2.36,12.6,46.0,1.61,sur,fin_semana,0,0.06443195417564826,0
26.66,58.38,43.38,1.22,3.9,74.0,2.39,norte,laboral,0,0.20842848508687412,0
46.11,89.16,48.07,3.6,8.8,70.5,3.42,sur,fin_semana,1,0.9351739012442896,1
26.73,43.09,33.04,1.11,20.9,78.3,0.69,industrial,fin_semana,0,0.29459299571361036,0
19.58,39.49,31.43,1.41,29.6,68.2,6.67,centro,laboral,0,0.01902884954768364,0
10.74,18.44,20.54,2.15,16.0,59.7,1.46,norte,fin_semana,0,0.022094232084441102,0
11.53,23.59,45.02,1.73,19.9,67.7,2.5,centro,feriado,0,0.031181337378348065,0
42.25,67.51,40.95,0.58,11.8,59.6,4.81,norte,laboral,0,0.09830144674886056,0
6.61,8.25,26.45,0.77,32.6,34.0,2.99,norte,laboral,0,0.012034907075315463,0
24.23,42.75,32.56,2.29,0.6,98.0,1.91,centro,laboral,0,0.18374407029130135,0
24.52,51.77,44.12,0.69,17.1,51.2,0.28,centro,laboral,1,0.4712502990012023,0
20.6,49.67,38.68,0.36,25.4,72.4,3.19,industrial,laboral,0,0.15212274282926225,0
15.73,20.6,28.75,2.07,12.0,49.8,0.86,industrial,fin_semana,1,0.3080064213871803,0
27.36,56.55,44.77,0.96,8.1,50.0,3.31,norte,laboral,1,0.1720623520554668,0
34.5,63.98,29.82,5.02,15.7,79.2,5.34,centro,laboral,0,0.3103678809021186,0
23.97,44.94,35.88,2.33,8.0,59.9,2.45,industrial,fin_semana,0,0.3510591263153201,0
11.74,23.59,12.13,2.47,11.6,56.4,0.43,sur,laboral,0,0.08875479087055729,0
21.7,31.65,45.85,1.42,22.1,49.4,3.58,sur,fin_semana,0,0.04583687532908961,0
36.51,74.51,22.57,0.95,6.8,70.4,3.64,sur,fin_semana,1,0.11732385526197284,0
18.88,51.23,46.3,1.33,0.1,38.7,0.35,industrial,laboral,0,0.7263590194720747,1
12.92,19.35,33.47,0.56,25.2,83.3,6.68,industrial,laboral,0,0.011721092189911037,0
32.42,75.12,40.88,1.73,12.9,22.4,5.85,sur,fin_semana,0,0.043249813266904705,0
29.31,52.18,27.3,1.27,16.2,41.0,4.69,norte,laboral,0,0.070974510400215,0
16.08,24.66,28.13,2.39,18.8,57.7,0.69,sur,fin_semana,1,0.08054841467862076,0
8.41,17.5,29.39,0.96,18.4,53.7,9.1,centro,laboral,0,0.009391807207920324,0
33.99,60.01,,2.09,27.7,61.4,3.38,centro,laboral,1,0.29221802910969746,0
4.75,11.03,36.83,0.8,10.8,84.0,0.67,norte,fin_semana,0,0.03746679102948437,0
21.09,42.69,43.6,1.32,3.9,57.8,3.37,norte,fin_semana,0,0.026868796326083254,0
22.44,35.99,33.22,1.03,12.7,89.6,1.7,norte,laboral,1,0.05502177335053549,0
8.4,17.55,15.14,0.48,5.0,52.1,3.9,norte,laboral,0,0.0047289088141842526,0
31.79,72.38,27.7,0.84,13.1,85.2,1.01,sur,fin_semana,0,0.3192414072463535,0
12.47,,24.0,0.56,16.2,55.2,0.97,centro,laboral,0,0.04323664513293324,0
32.11,61.32,53.43,2.43,26.2,63.6,12.0,industrial,laboral,0,0.5986598846197838,1
26.29,41.09,27.73,0.66,32.0,60.1,5.56,sur,laboral,0,0.012293198284381326,0
6.49,14.02,29.05,1.83,22.2,75.9,0.81,industrial,laboral,0,0.21002221954866465,0
28.73,41.31,34.99,0.92,20.9,79.1,2.04,centro,fin_semana,0,0.06291236510059911,0
9.3,21.23,44.94,0.84,21.7,52.6,6.75,industrial,laboral,0,0.029160411150369506,0
28.24,65.3,15.4,0.76,18.8,35.5,1.1,sur,fin_semana,0,0.11269376062403352,0
11.8,16.45,43.7,1.61,10.6,81.1,0.87,industrial,laboral,0,0.4757181015499943,0
21.43,45.89,31.06,1.04,17.9,87.7,2.2,industrial,laboral,0,0.3994096788381459,0
23.41,47.49,15.03,1.03,16.3,35.4,3.57,centro,laboral,0,0.0442159979617546,0
19.76,44.62,25.52,1.54,10.1,47.7,8.1,norte,fin_semana,0,0.012973849324584518,0
34.05,47.67,22.72,0.43,13.6,21.5,7.69,industrial,fin_semana,1,0.04059539031790984,0
33.69,46.86,13.62,0.93,20.1,47.1,6.69,sur,laboral,0,0.014982587415100845,0
19.18,31.36,45.96,0.49,25.6,95.3,4.49,sur,laboral,0,0.02975668956170283,0
13.52,27.59,13.81,0.78,6.8,68.7,1.17,sur,laboral,0,0.022271258062556067,0
20.19,43.01,17.17,1.09,11.0,83.4,1.69,sur,laboral,1,0.03194241609240734,0
25.81,58.45,65.67,1.21,17.1,73.3,1.99,industrial,laboral,1,0.8622375682633721,1
11.48,23.5,29.26,0.48,18.9,68.8,1.45,sur,laboral,0,0.024512450815403986,0
17.7,42.61,45.03,0.81,30.1,66.0,0.58,centro,fin_semana,1,0.2410981393313097,0
24.44,49.56,35.37,1.16,4.5,67.2,4.82,sur,feriado,0,0.056005051074959664,0
12.48,21.78,26.4,0.43,24.0,53.5,1.59,sur,feriado,0,0.013657966619155474,0
19.99,26.88,22.13,0.59,30.9,64.5,2.16,centro,laboral,0,0.05235381027067137,0
58.88,95.07,19.64,1.98,22.8,68.8,2.98,norte,laboral,0,0.7403900427648242,1
25.68,53.82,20.69,0.87,19.1,75.3,1.69,centro,laboral,1,0.09549652362117778,0
35.65,51.77,17.04,0.78,10.9,76.2,2.03,norte,fin_semana,0,0.08870323490279446,0
39.15,76.33,39.78,1.19,26.9,57.3,2.07,norte,laboral,0,0.46452292882887414,0
7.91,9.17,27.35,1.15,12.6,35.4,1.57,industrial,fin_semana,1,0.11864133863250079,0
37.78,72.57,26.09,1.72,30.7,76.5,4.72,norte,laboral,0,0.1633063314566155,0
14.52,31.39,9.29,0.98,8.4,84.1,3.4,industrial,fin_semana,0,0.02750780060693901,0
,83.87,30.19,1.05,15.8,55.3,1.97,industrial,fin_semana,0,0.4083405538792561,0
17.27,35.07,29.01,1.87,18.7,52.9,2.79,centro,laboral,0,0.04930602650844086,0
49.44,93.88,36.98,1.19,17.2,63.8,4.65,sur,laboral,1,0.22120618152451785,0
35.62,59.05,42.13,0.33,10.0,61.8,2.36,industrial,laboral,0,0.6898273140932701,1
,32.66,21.61,0.84,8.8,53.1,3.44,norte,laboral,0,0.037149298028557286,0
14.49,38.0,21.12,2.14,20.4,52.5,2.44,sur,fin_semana,0,0.03375719977551056,0
10.04,20.23,44.27,0.74,13.3,54.0,10.16,sur,laboral,0,0.012453474334583329,0
39.76,118.34,34.57,1.48,10.9,64.2,5.35,centro,fin_semana,1,0.08364290139632927,0
16.59,26.28,13.13,1.29,7.3,59.8,1.58,centro,fin_semana,0,0.02535294919924331,0
17.47,18.46,22.19,2.07,18.8,77.5,1.26,industrial,laboral,1,0.21778310066960635,0
33.83,66.72,61.06,1.05,11.3,35.4,2.28,sur,fin_semana,0,0.45700987039312607,0
23.33,48.4,33.36,1.07,27.0,53.2,7.54,sur,feriado,0,0.03447834636263005,0
18.0,32.47,13.82,0.88,12.0,42.7,1.34,sur,fin_semana,0,0.02586444485595254,0
24.06,40.77,33.3,0.96,19.6,37.1,3.32,centro,fin_semana,0,0.0296230599923149,0
71.46,113.57,22.68,2.11,9.2,33.4,3.79,industrial,feriado,1,0.9560486331853121,1
32.51,48.62,22.16,2.38,13.2,51.2,1.71,sur,laboral,1,0.312384683053055,0
8.08,14.51,37.0,1.31,20.0,98.0,3.61,norte,laboral,0,0.0385654344586133,0
43.49,75.79,26.22,1.39,18.6,55.6,2.93,norte,feriado,1,0.3236306918361388,0
14.87,25.92,23.3,0.78,30.2,53.1,4.21,centro,laboral,0,0.01829325536315508,0
36.53,60.06,36.11,1.1,12.3,56.2,0.84,norte,laboral,1,0.4977454004134058,0
75.91,153.37,54.36,1.88,26.4,75.5,1.22,norte,laboral,1,0.9571046667868865,1
22.3,53.27,34.15,2.8,19.6,73.6,3.44,centro,feriado,0,0.10935839032204547,0
11.75,26.36,27.25,1.99,21.3,21.4,6.61,industrial,laboral,0,0.09867467614150932,0
22.88,47.37,58.29,0.46,12.6,88.2,0.29,sur,fin_semana,0,0.3545371682490801,0
16.87,31.6,30.86,5.54,23.9,39.3,7.69,centro,laboral,1,0.17465817576328205,0
38.15,77.82,35.91,1.13,13.5,55.7,3.64,sur,laboral,0,0.2600830241867471,0
15.49,17.62,13.94,1.86,21.3,65.6,3.26,industrial,laboral,0,0.05846292721635606,0
20.1,38.0,34.55,2.2,18.4,45.0,6.4,centro,laboral,0,0.03336034629812701,0
12.67,21.83,38.26,1.61,13.3,74.9,5.44,norte,laboral,0,0.016183837258368736,0
25.13,28.48,41.74,0.86,18.6,46.5,3.46,industrial,laboral,0,0.10039522227154285,0
27.93,42.48,34.47,1.51,17.3,32.2,1.16,centro,fin_semana,0,0.11209860426525727,0
19.64,34.36,52.57,3.93,16.3,69.4,2.06,industrial,fin_semana,1,0.5647641788141857,1
14.47,27.92,32.43,0.82,14.1,85.6,4.68,industrial,laboral,0,0.0708675786663169,0
11.12,21.87,32.96,1.41,24.0,62.5,2.22,norte,laboral,0,0.025261793278883178,0
14.56,28.52,43.96,0.4,8.7,68.7,2.81,sur,laboral,0,0.05126444178463648,0
25.55,53.67,58.04,1.46,11.2,52.8,5.67,norte,laboral,0,0.048320917347280015,0
33.55,61.36,34.19,1.99,10.3,80.2,1.19,industrial,laboral,1,0.9310045958982369,1
53.94,68.37,36.1,1.05,9.9,67.1,0.96,norte,laboral,1,0.8532882630004709,1
22.93,47.36,31.43,1.65,28.0,73.6,1.33,industrial,feriado,0,0.48136400625246,0
17.17,16.46,32.1,2.43,4.4,54.3,1.86,industrial,laboral,1,0.18926259268951126,0
7.92,13.55,28.13,2.29,14.5,80.1,4.24,norte,laboral,0,0.025717638252619295,0
22.29,50.2,29.23,1.6,12.0,87.5,5.6,sur,laboral,0,0.04005599765930818,0
42.41,88.01,58.5,0.87,20.5,71.2,2.54,centro,laboral,0,0.5320876456246179,1
21.39,40.78,17.32,2.18,13.8,41.0,1.68,norte,laboral,0,0.03241821704055695,0
13.97,24.3,27.85,0.9,25.6,67.0,5.7,norte,laboral,0,0.008350578848407219,0
16.79,39.02,15.8,3.74,13.6,51.4,3.69,sur,laboral,0,0.15993975321685144,0
35.31,63.32,36.24,0.49,2.2,64.6,1.14,sur,fin_semana,1,0.16915932563541933,0
16.88,25.12,64.96,0.81,9.1,39.8,5.59,norte,fin_semana,0,0.03503287651888442,0
35.55,50.41,39.62,1.62,20.8,66.3,5.41,sur,laboral,1,0.07078493929941632,0
15.02,38.28,28.97,1.43,20.1,78.6,0.85,sur,laboral,0,0.08629716318971427,0
19.98,34.37,29.77,1.76,16.7,75.0,4.45,sur,feriado,1,0.02197899190766191,0
22.2,31.99,52.99,1.66,3.8,69.9,0.61,sur,feriado,0,0.11528801814355862,0
30.66,53.79,38.02,0.53,6.8,37.1,0.56,industrial,fin_semana,0,0.4561252105194782,0
16.17,33.78,30.41,1.29,15.5,65.5,3.5,centro,laboral,0,0.040046027008764855,0
9.85,19.84,19.87,0.28,12.8,63.6,2.66,norte,laboral,0,0.012149527982464542,0
11.38,18.61,18.97,0.62,21.1,61.7,4.6,industrial,fin_semana,0,0.00893651029937441,0
12.77,15.64,14.71,1.79,23.2,33.5,2.13,sur,feriado,0,0.011702089697179811,0
38.85,82.32,29.51,2.2,19.3,65.9,2.32,centro,laboral,1,0.5663031879938739,1
19.52,38.59,9.97,0.61,14.8,77.7,4.14,centro,laboral,0,0.01330834227921797,0
72.63,158.9,20.48,2.29,15.0,54.8,7.63,norte,feriado,0,0.3171462006656324,0
10.79,21.3,31.71,1.26,20.4,62.3,2.57,industrial,laboral,0,0.11439530955651914,0
24.97,37.03,21.49,0.59,14.9,61.3,5.3,industrial,fin_semana,0,0.04489171748942426,0
24.95,48.69,20.56,2.21,32.8,63.4,2.16,centro,laboral,0,0.1574272343475577,0
2.11,5.0,12.25,1.96,16.3,54.8,1.2,centro,fin_semana,0,0.025403250810941136,0
6.44,11.61,31.61,1.58,16.3,37.9,1.5,industrial,laboral,0,0.22508604575907293,0
19.64,43.56,9.9,0.64,9.7,86.6,3.53,norte,laboral,0,0.020252006525429404,0
13.9,30.49,94.4,1.48,21.9,24.9,1.64,centro,laboral,0,0.33771143299673695,0
37.18,75.91,43.78,1.1,29.1,82.5,0.5,industrial,laboral,1,0.9864529988444811,1
32.26,63.63,29.12,3.16,18.2,88.1,4.71,industrial,laboral,1,0.8044722342339795,1
41.99,88.32,13.8,2.64,12.1,87.4,3.75,centro,laboral,1,0.4608488929034098,0
18.72,28.6,68.75,1.57,25.1,68.5,1.77,sur,laboral,0,0.22099206902097143,0
22.29,51.01,28.02,0.61,8.2,84.5,0.48,industrial,laboral,1,0.46546741943811626,0
18.5,47.61,27.22,0.74,17.1,47.4,5.97,centro,fin_semana,0,0.02240059889735129,0
15.99,29.14,22.95,1.08,5.1,68.1,5.02,sur,laboral,0,0.026483805454417277,0
37.01,63.14,25.6,0.74,14.3,46.0,1.87,centro,laboral,1,0.48265993242275546,0
16.12,22.86,92.03,0.97,12.2,24.5,2.71,centro,laboral,1,0.17673650054406756,0
23.25,34.33,30.73,1.18,18.6,61.5,5.68,centro,laboral,0,0.018680048465504816,0
30.2,56.18,31.59,1.54,9.1,59.7,1.1,industrial,laboral,1,0.9376218685463046,1
25.97,51.32,7.34,1.12,12.9,69.4,4.08,norte,laboral,0,0.16683095023210953,0
12.01,25.33,34.82,1.87,18.9,51.3,4.37,industrial,laboral,0,0.19355464138866682,0
59.38,105.92,58.78,1.36,3.8,70.5,1.58,norte,laboral,1,0.9451454641227917,1
28.83,54.41,32.52,3.68,11.1,66.4,5.6,norte,laboral,0,0.4044536383695349,0
52.36,99.53,25.94,2.74,10.9,53.4,0.84,centro,laboral,1,0.9457410011932088,1
45.11,92.93,35.95,0.54,25.3,38.5,0.21,industrial,laboral,1,0.8095509778956135,1
25.95,50.0,54.62,4.01,16.2,52.8,4.1,centro,laboral,1,0.5904355328830563,1
9.4,16.91,24.61,0.78,17.5,71.3,2.08,sur,laboral,0,0.018202752864382693,0
21.7,40.48,35.04,0.72,8.2,66.0,1.28,centro,laboral,0,0.06819319525625657,0
31.78,68.57,29.45,0.98,26.0,50.6,0.75,norte,fin_semana,0,0.3718181108497412,0
18.94,41.34,58.95,1.1,18.2,36.5,2.48,centro,fin_semana,0,0.09392051091540532,0
21.24,42.3,24.86,1.48,20.4,62.3,5.18,norte,fin_semana,0,0.012672714783720647,0
12.71,25.03,26.13,1.2,11.5,50.0,1.52,industrial,laboral,0,0.2724330488370452,0
26.28,48.84,13.61,1.9,19.9,59.2,5.67,centro,laboral,0,0.026250773038472047,0
49.33,88.97,26.1,0.54,26.5,65.2,0.37,centro,fin_semana,0,0.30214152017329865,0
19.28,39.54,55.02,0.52,22.0,46.6,7.68,industrial,fin_semana,0,0.021995697992957013,0
11.89,23.08,45.03,1.62,13.7,67.0,5.25,centro,laboral,0,0.028696000618914738,0
22.23,48.23,44.57,3.42,25.7,94.2,1.87,norte,laboral,0,0.22999092672419172,0
22.67,48.92,11.97,1.75,24.9,78.7,1.44,centro,laboral,0,0.12939457183770467,0
6.93,12.52,50.2,0.93,17.4,40.2,8.12,sur,feriado,0,0.01002555932516777,0
